--time	Susceptibles	Infected	Recovered	Deaths	
39.67	36709.63	40.83599	719018.7	72.83796	
39.68	36709.61	40.71321	719018.8	72.83796	
39.69	36709.58	40.5908	719019	72.83796	
39.7	36709.56	40.46875	719019.1	72.83796	
39.71	36709.54	40.34708	719019.3	72.83796	
39.72	36709.52	40.22577	719019.4	72.83796	
39.73	36709.49	40.10482	719019.6	72.83796	
39.74	36709.47	39.98424	719019.7	72.83796	
39.75	36709.45	39.86402	719019.8	72.83796	
39.76	36709.43	39.74416	719020	72.83796	
39.77	36709.41	39.62466	719020.1	72.83796	
39.78	36709.39	39.50553	719020.3	72.83796	
39.79	36709.36	39.38675	719020.4	72.83796	
39.8	36709.34	39.26832	719020.6	72.83796	
39.81	36709.32	39.15026	719020.7	72.83796	
39.82	36709.3	39.03254	719020.8	72.83796	
39.83	36709.28	38.91518	719021	72.83796	
39.84	36709.26	38.79818	719021.1	72.83796	
39.85	36709.24	38.68153	719021.2	72.83796	
39.86	36709.21	38.56522	719021.4	72.83796	
39.87	36709.19	38.44927	719021.5	72.83796	
39.88	36709.17	38.33367	719021.7	72.83796	
39.89	36709.15	38.21841	719021.8	72.83796	
39.9	36709.13	38.1035	719021.9	72.83796	
39.91	36709.11	37.98893	719022.1	72.83796	
39.92	36709.09	37.87471	719022.2	72.83796	
39.93	36709.07	37.76084	719022.3	72.83797	
39.94	36709.05	37.6473	719022.5	72.83797	
39.95	36709.03	37.53411	719022.6	72.83797	
39.96	36709.01	37.42125	719022.7	72.83797	
39.97	36708.98	37.30874	719022.9	72.83797	
39.98	36708.96	37.19656	719023	72.83797	
39.99	36708.94	37.08473	719023.1	72.83797	
40	36708.92	36.97322	719023.3	72.83797	
40.01	36708.9	36.86206	719023.4	72.83797	
40.02	36708.88	36.75123	719023.5	72.83797	
40.03	36708.86	36.64073	719023.7	72.83797	
40.04	36708.84	36.53056	719023.8	72.83797	
40.05	36708.82	36.42072	719023.9	72.83797	
40.06	36708.8	36.31122	719024	72.83797	
40.07	36708.78	36.20204	719024.2	72.83797	
40.08	36708.76	36.09319	719024.3	72.83797	
40.09	36708.74	35.98467	719024.4	72.83797	
40.1	36708.72	35.87648	719024.6	72.83797	
40.11	36708.7	35.76861	719024.7	72.83797	
40.12	36708.68	35.66106	719024.8	72.83797	
40.13	36708.66	35.55384	719024.9	72.83797	
40.14	36708.65	35.44694	719025.1	72.83797	
40.15	36708.63	35.34036	719025.2	72.83797	
40.16	36708.61	35.23411	719025.3	72.83797	
40.17	36708.59	35.12817	719025.4	72.83797	
40.18	36708.57	35.02255	719025.6	72.83797	
40.19	36708.55	34.91725	719025.7	72.83797	
40.2	36708.53	34.81226	719025.8	72.83797	
40.21	36708.51	34.70759	719025.9	72.83797	
40.22	36708.49	34.60324	719026.1	72.83797	
40.23	36708.47	34.4992	719026.2	72.83797	
40.24	36708.45	34.39547	719026.3	72.83797	
40.25	36708.43	34.29205	719026.4	72.83797	
40.26	36708.42	34.18895	719026.6	72.83797	
40.27	36708.4	34.08615	719026.7	72.83797	
40.28	36708.38	33.98366	719026.8	72.83797	
40.29	36708.36	33.88149	719026.9	72.83797	
40.3	36708.34	33.77962	719027	72.83797	
40.31	36708.32	33.67805	719027.2	72.83797	
40.32	36708.3	33.57679	719027.3	72.83797	
40.33	36708.29	33.47584	719027.4	72.83797	
40.34	36708.27	33.37518	719027.5	72.83797	
40.35	36708.25	33.27484	719027.6	72.83797	
40.36	36708.23	33.17479	719027.8	72.83797	
40.37	36708.21	33.07504	719027.9	72.83797	
40.38	36708.19	32.9756	719028	72.83797	
40.39	36708.18	32.87645	719028.1	72.83797	
40.4	36708.16	32.7776	719028.2	72.83797	
40.41	36708.14	32.67905	719028.3	72.83797	
40.42	36708.12	32.58079	719028.5	72.83797	
40.43	36708.1	32.48283	719028.6	72.83797	
40.44	36708.09	32.38516	719028.7	72.83797	
40.45	36708.07	32.28779	719028.8	72.83797	
40.46	36708.05	32.19071	719028.9	72.83797	
40.47	36708.03	32.09392	719029	72.83797	
40.48	36708.02	31.99743	719029.1	72.83797	
40.49	36708	31.90122	719029.3	72.83797	
40.5	36707.98	31.8053	719029.4	72.83797	
40.51	36707.96	31.70968	719029.5	72.83797	
40.52	36707.95	31.61433	719029.6	72.83797	
40.53	36707.93	31.51928	719029.7	72.83797	
40.54	36707.91	31.42451	719029.8	72.83797	
40.55	36707.89	31.33003	719029.9	72.83797	
40.56	36707.88	31.23583	719030	72.83797	
40.57	36707.86	31.14191	719030.2	72.83797	
40.58	36707.84	31.04828	719030.3	72.83797	
40.59	36707.83	30.95492	719030.4	72.83797	
40.6	36707.81	30.86185	719030.5	72.83797	
40.61	36707.79	30.76906	719030.6	72.83797	
40.62	36707.78	30.67655	719030.7	72.83797	
40.63	36707.76	30.58431	719030.8	72.83797	
40.64	36707.74	30.49235	719030.9	72.83798	
40.65	36707.73	30.40067	719031	72.83798	
40.66	36707.71	30.30927	719031.1	72.83798	
40.67	36707.69	30.21813	719031.3	72.83798	
40.68	36707.68	30.12728	719031.4	72.83798	
40.69	36707.66	30.03669	719031.5	72.83798	
40.7	36707.64	29.94638	719031.6	72.83798	
40.71	36707.63	29.85634	719031.7	72.83798	
40.72	36707.61	29.76657	719031.8	72.83798	
40.73	36707.59	29.67707	719031.9	72.83798	
40.74	36707.58	29.58784	719032	72.83798	
40.75	36707.56	29.49888	719032.1	72.83798	
40.76	36707.54	29.41019	719032.2	72.83798	
40.77	36707.53	29.32176	719032.3	72.83798	
40.78	36707.51	29.2336	719032.4	72.83798	
40.79	36707.5	29.1457	719032.5	72.83798	
40.8	36707.48	29.05807	719032.6	72.83798	
40.81	36707.46	28.9707	719032.7	72.83798	
40.82	36707.45	28.88359	719032.8	72.83798	
40.83	36707.43	28.79675	719032.9	72.83798	
40.84	36707.42	28.71017	719033	72.83798	
40.85	36707.4	28.62384	719033.1	72.83798	
40.86	36707.39	28.53778	719033.2	72.83798	
40.87	36707.37	28.45197	719033.3	72.83798	
40.88	36707.35	28.36643	719033.4	72.83798	
40.89	36707.34	28.28114	719033.5	72.83798	
40.9	36707.32	28.19611	719033.6	72.83798	
40.91	36707.31	28.11133	719033.7	72.83798	
40.92	36707.29	28.02681	719033.8	72.83798	
40.93	36707.28	27.94254	719033.9	72.83798	
40.94	36707.26	27.85852	719034	72.83798	
40.95	36707.25	27.77476	719034.1	72.83798	
40.96	36707.23	27.69125	719034.2	72.83798	
40.97	36707.22	27.60799	719034.3	72.83798	
40.98	36707.2	27.52498	719034.4	72.83798	
40.99	36707.19	27.44222	719034.5	72.83798	
41	36707.17	27.35971	719034.6	72.83798	
41.01	36707.16	27.27745	719034.7	72.83798	
41.02	36707.14	27.19543	719034.8	72.83798	
41.03	36707.13	27.11366	719034.9	72.83798	
41.04	36707.11	27.03214	719035	72.83798	
41.05	36707.1	26.95086	719035.1	72.83798	
41.06	36707.08	26.86983	719035.2	72.83798	
41.07	36707.07	26.78904	719035.3	72.83798	
41.08	36707.05	26.70849	719035.4	72.83798	
41.09	36707.04	26.62819	719035.5	72.83798	
41.1	36707.02	26.54813	719035.6	72.83798	
41.11	36707.01	26.4683	719035.7	72.83798	
41.12	36706.99	26.38872	719035.8	72.83798	
41.13	36706.98	26.30938	719035.9	72.83798	
41.14	36706.96	26.23027	719036	72.83798	
41.15	36706.95	26.15141	719036.1	72.83798	
41.16	36706.94	26.07278	719036.2	72.83798	
41.17	36706.92	25.99438	719036.2	72.83798	
41.18	36706.91	25.91622	719036.3	72.83798	
41.19	36706.89	25.8383	719036.4	72.83798	
41.2	36706.88	25.76061	719036.5	72.83798	
41.21	36706.86	25.68316	719036.6	72.83798	
41.22	36706.85	25.60594	719036.7	72.83798	
41.23	36706.84	25.52895	719036.8	72.83798	
41.24	36706.82	25.45219	719036.9	72.83798	
41.25	36706.81	25.37566	719037	72.83798	
41.26	36706.79	25.29936	719037.1	72.83798	
41.27	36706.78	25.2233	719037.2	72.83798	
41.28	36706.77	25.14746	719037.2	72.83798	
41.29	36706.75	25.07185	719037.3	72.83798	
41.3	36706.74	24.99646	719037.4	72.83798	
41.31	36706.73	24.9213	719037.5	72.83798	
41.32	36706.71	24.84637	719037.6	72.83798	
41.33	36706.7	24.77167	719037.7	72.83798	
41.34	36706.69	24.69719	719037.8	72.83798	
41.35	36706.67	24.62293	719037.9	72.83798	
41.36	36706.66	24.54889	719038	72.83798	
41.37	36706.64	24.47508	719038	72.83798	
41.38	36706.63	24.40149	719038.1	72.83798	
41.39	36706.62	24.32813	719038.2	72.83798	
41.4	36706.6	24.25498	719038.3	72.83798	
41.41	36706.59	24.18205	719038.4	72.83798	
41.42	36706.58	24.10934	719038.5	72.83798	
41.43	36706.56	24.03685	719038.6	72.83798	
41.44	36706.55	23.96458	719038.6	72.83798	
41.45	36706.54	23.89252	719038.7	72.83798	
41.46	36706.53	23.82069	719038.8	72.83798	
41.47	36706.51	23.74906	719038.9	72.83798	
41.48	36706.5	23.67766	719039	72.83798	
41.49	36706.49	23.60647	719039.1	72.83798	
41.5	36706.47	23.53549	719039.2	72.83798	
41.51	36706.46	23.46472	719039.2	72.83798	
41.52	36706.45	23.39417	719039.3	72.83798	
41.53	36706.43	23.32383	719039.4	72.83798	
41.54	36706.42	23.2537	719039.5	72.83799	
41.55	36706.41	23.18379	719039.6	72.83799	
41.56	36706.4	23.11408	719039.7	72.83799	
41.57	36706.38	23.04458	719039.7	72.83799	
41.58	36706.37	22.97529	719039.8	72.83799	
41.59	36706.36	22.90621	719039.9	72.83799	
41.6	36706.35	22.83734	719040	72.83799	
41.61	36706.33	22.76867	719040.1	72.83799	
41.62	36706.32	22.70021	719040.1	72.83799	
41.63	36706.31	22.63196	719040.2	72.83799	
41.64	36706.3	22.56391	719040.3	72.83799	
41.65	36706.28	22.49607	719040.4	72.83799	
41.66	36706.27	22.42843	719040.5	72.83799	
41.67	36706.26	22.36099	719040.5	72.83799	
41.68	36706.25	22.29376	719040.6	72.83799	
41.69	36706.23	22.22673	719040.7	72.83799	
41.7	36706.22	22.1599	719040.8	72.83799	
41.71	36706.21	22.09327	719040.9	72.83799	
41.72	36706.2	22.02684	719040.9	72.83799	
41.73	36706.19	21.96062	719041	72.83799	
41.74	36706.17	21.89459	719041.1	72.83799	
41.75	36706.16	21.82875	719041.2	72.83799	
41.76	36706.15	21.76312	719041.2	72.83799	
41.77	36706.14	21.69769	719041.3	72.83799	
41.78	36706.13	21.63245	719041.4	72.83799	
41.79	36706.11	21.5674	719041.5	72.83799	
41.8	36706.1	21.50256	719041.6	72.83799	
41.81	36706.09	21.4379	719041.6	72.83799	
41.82	36706.08	21.37345	719041.7	72.83799	
41.83	36706.07	21.30918	719041.8	72.83799	
41.84	36706.06	21.24511	719041.9	72.83799	
41.85	36706.04	21.18123	719041.9	72.83799	
41.86	36706.03	21.11755	719042	72.83799	
41.87	36706.02	21.05405	719042.1	72.83799	
41.88	36706.01	20.99075	719042.2	72.83799	
41.89	36706	20.92764	719042.2	72.83799	
41.9	36705.99	20.86471	719042.3	72.83799	
41.91	36705.97	20.80198	719042.4	72.83799	
41.92	36705.96	20.73943	719042.5	72.83799	
41.93	36705.95	20.67707	719042.5	72.83799	
41.94	36705.94	20.6149	719042.6	72.83799	
41.95	36705.93	20.55292	719042.7	72.83799	
41.96	36705.92	20.49112	719042.8	72.83799	
41.97	36705.91	20.42951	719042.8	72.83799	
41.98	36705.9	20.36809	719042.9	72.83799	
41.99	36705.88	20.30684	719043	72.83799	
42	36705.87	20.24579	719043	72.83799	
