--time	Susceptibles	Infected	Recovered	Deaths	
0	753056	2714	0	72	
0.01	753025.3	2734.992	9.700126	72.00001	
0.02	752994.4	2756.144	19.47528	72.00002	
0.03	752963.2	2777.459	29.32603	72.00003	
0.04	752931.8	2798.938	39.25296	72.00005	
0.05	752900.2	2820.581	49.25665	72.00006	
0.06	752868.3	2842.39	59.33769	72.00007	
0.07	752836.1	2864.367	69.49669	72.00008	
0.08	752803.8	2886.512	79.73422	72.00009	
0.09	752771.1	2908.827	90.0509	72.0001	
0.1	752738.2	2931.312	100.4473	72.00012	
0.11	752705.1	2953.971	110.9241	72.00013	
0.12	752671.7	2976.803	121.4819	72.00014	
0.13	752638.1	2999.81	132.1213	72.00015	
0.14	752604.2	3022.993	142.8429	72.00017	
0.15	752570	3046.354	153.6474	72.00018	
0.16	752535.6	3069.893	164.5353	72.00019	
0.17	752500.9	3093.613	175.5074	72.0002	
0.18	752465.9	3117.515	186.5643	72.00022	
0.19	752430.7	3141.6	197.7065	72.00023	
0.2	752395.2	3165.869	208.9349	72.00024	
0.21	752359.4	3190.324	220.25	72.00026	
0.22	752323.4	3214.966	231.6525	72.00027	
0.23	752287.1	3239.796	243.1431	72.00028	
0.24	752250.5	3264.817	254.7224	72.0003	
0.25	752213.6	3290.029	266.3911	72.00031	
0.26	752176.4	3315.434	278.15	72.00032	
0.27	752139	3341.033	289.9996	72.00034	
0.28	752101.2	3366.828	301.9407	72.00035	
0.29	752063.2	3392.821	313.974	72.00037	
0.3	752024.9	3419.012	326.1003	72.00038	
0.31	751986.3	3445.403	338.3201	72.00039	
0.32	751947.4	3471.996	350.6342	72.00041	
0.33	751908.2	3498.792	363.0434	72.00042	
0.34	751868.7	3525.792	375.5483	72.00044	
0.35	751828.9	3552.999	388.1498	72.00045	
0.36	751788.7	3580.414	400.8485	72.00047	
0.37	751748.3	3608.038	413.6451	72.00048	
0.38	751707.6	3635.874	426.5405	72.0005	
0.39	751666.5	3663.921	439.5354	72.00051	
0.4	751625.2	3692.183	452.6305	72.00053	
0.41	751583.5	3720.66	465.8266	72.00054	
0.42	751541.5	3749.355	479.1245	72.00056	
0.43	751499.2	3778.269	492.525	72.00057	
0.44	751456.6	3807.403	506.0287	72.00059	
0.45	751413.6	3836.759	519.6366	72.00061	
0.46	751370.3	3866.339	533.3495	72.00062	
0.47	751326.7	3896.145	547.168	72.00064	
0.48	751282.7	3926.178	561.0931	72.00065	
0.49	751238.4	3956.44	575.1254	72.00067	
0.5	751193.8	3986.932	589.266	72.00069	
0.51	751148.8	4017.657	603.5155	72.0007	
0.52	751103.5	4048.616	617.8748	72.00072	
0.53	751057.8	4079.811	632.3448	72.00074	
0.54	751011.8	4111.243	646.9263	72.00075	
0.55	750965.5	4142.914	661.6201	72.00077	
0.56	750918.7	4174.827	676.4271	72.00079	
0.57	750871.7	4206.982	691.3481	72.00081	
0.58	750824.2	4239.382	706.3841	72.00082	
0.59	750776.4	4272.028	721.5358	72.00084	
0.6	750728.3	4304.923	736.8042	72.00086	
0.61	750679.7	4338.068	752.1902	72.00088	
0.62	750630.8	4371.465	767.6947	72.00089	
0.63	750581.6	4405.116	783.3185	72.00091	
0.64	750531.9	4439.023	799.0625	72.00093	
0.65	750481.9	4473.187	814.9278	72.00095	
0.66	750431.5	4507.611	830.9151	72.00097	
0.67	750380.7	4542.296	847.0255	72.00099	
0.68	750329.5	4577.245	863.2598	72.00101	
0.69	750277.9	4612.459	879.619	72.00103	
0.7	750226	4647.94	896.1041	72.00104	
0.71	750173.6	4683.691	912.716	72.00106	
0.72	750120.8	4719.713	929.4556	72.00108	
0.73	750067.7	4756.008	946.324	72.0011	
0.74	750014.1	4792.578	963.3221	72.00112	
0.75	749960.1	4829.426	980.4509	72.00114	
0.76	749905.7	4866.553	997.7114	72.00116	
0.77	749850.9	4903.962	1015.105	72.00118	
0.78	749795.7	4941.654	1032.631	72.0012	
0.79	749740.1	4979.632	1050.293	72.00122	
0.8	749684	5017.897	1068.09	72.00124	
0.81	749627.5	5056.452	1086.024	72.00127	
0.82	749570.6	5095.299	1104.096	72.00129	
0.83	749513.3	5134.44	1122.307	72.00131	
0.84	749455.5	5173.877	1140.657	72.00133	
0.85	749397.2	5213.613	1159.149	72.00135	
0.86	749338.6	5253.649	1177.782	72.00137	
0.87	749279.5	5293.988	1196.559	72.00139	
0.88	749219.9	5334.633	1215.48	72.00142	
0.89	749159.9	5375.584	1234.546	72.00144	
0.9	749099.4	5416.845	1253.758	72.00146	
0.91	749038.5	5458.417	1273.118	72.00148	
0.92	748977.1	5500.304	1292.626	72.00151	
0.93	748915.2	5542.506	1312.284	72.00153	
0.94	748852.9	5585.028	1332.093	72.00155	
0.95	748790.1	5627.87	1352.054	72.00158	
0.96	748726.8	5671.036	1372.168	72.0016	
0.97	748663	5714.527	1392.436	72.00162	
0.98	748598.8	5758.347	1412.86	72.00165	
0.99	748534.1	5802.497	1433.44	72.00167	
1	748468.8	5846.979	1454.178	72.00169	
1.01	748403.1	5891.797	1475.075	72.00172	
1.02	748336.9	5936.953	1496.132	72.00174	
1.03	748270.2	5982.448	1517.351	72.00177	
1.04	748203	6028.287	1538.732	72.00179	
1.05	748135.3	6074.47	1560.277	72.00182	
1.06	748067	6121.001	1581.987	72.00184	
1.07	747998.3	6167.882	1603.863	72.00187	
1.08	747929	6215.116	1625.907	72.00189	
1.09	747859.2	6262.704	1648.12	72.00192	
1.1	747788.8	6310.651	1670.503	72.00195	
1.11	747718	6358.958	1693.057	72.00197	
1.12	747646.6	6407.628	1715.783	72.002	
1.13	747574.7	6456.664	1738.684	72.00203	
1.14	747502.2	6506.068	1761.76	72.00205	
1.15	747429.1	6555.842	1785.012	72.00208	
1.16	747355.6	6605.991	1808.442	72.00211	
1.17	747281.4	6656.515	1832.052	72.00214	
1.18	747206.7	6707.418	1855.842	72.00216	
1.19	747131.5	6758.704	1879.814	72.00219	
1.2	747055.7	6810.373	1903.969	72.00222	
1.21	746979.3	6862.43	1928.309	72.00225	
1.22	746902.3	6914.877	1952.835	72.00228	
1.23	746824.7	6967.716	1977.548	72.0023	
1.24	746746.6	7020.951	2002.451	72.00233	
1.25	746667.9	7074.585	2027.543	72.00236	
1.26	746588.6	7128.62	2052.827	72.00239	
1.27	746508.6	7183.059	2078.304	72.00242	
1.28	746428.1	7237.905	2103.976	72.00245	
1.29	746347	7293.161	2129.844	72.00248	
1.3	746265.3	7348.83	2155.909	72.00251	
1.31	746182.9	7404.914	2182.173	72.00254	
1.32	746099.9	7461.418	2208.638	72.00257	
1.33	746016.3	7518.343	2235.304	72.00261	
1.34	745932.1	7575.693	2262.174	72.00264	
1.35	745847.3	7633.471	2289.249	72.00267	
1.36	745761.8	7691.68	2316.531	72.0027	
1.37	745675.7	7750.323	2344.02	72.00273	
1.38	745588.9	7809.402	2371.719	72.00276	
1.39	745501.4	7868.922	2399.629	72.0028	
1.4	745413.4	7928.885	2427.752	72.00283	
1.41	745324.6	7989.294	2456.089	72.00286	
1.42	745235.2	8050.153	2484.642	72.0029	
1.43	745145.1	8111.465	2513.412	72.00293	
1.44	745054.4	8173.232	2542.402	72.00296	
1.45	744962.9	8235.459	2571.612	72.003	
1.46	744870.8	8298.148	2601.045	72.00303	
1.47	744778	8361.303	2630.701	72.00307	
1.48	744684.5	8424.926	2660.584	72.0031	
1.49	744590.3	8489.022	2690.693	72.00314	
1.5	744495.4	8553.593	2721.032	72.00317	
1.51	744399.8	8618.643	2751.602	72.00321	
1.52	744303.4	8684.176	2782.403	72.00324	
1.53	744206.4	8750.194	2813.44	72.00328	
1.54	744108.6	8816.701	2844.712	72.00332	
1.55	744010.1	8883.7	2876.221	72.00335	
1.56	743910.8	8951.196	2907.971	72.00339	
1.57	743810.8	9019.191	2939.961	72.00343	
1.58	743710.1	9087.688	2972.194	72.00346	
1.59	743608.6	9156.692	3004.672	72.0035	
1.6	743506.4	9226.206	3037.397	72.00354	
1.61	743403.4	9296.233	3070.37	72.00358	
1.62	743299.6	9366.778	3103.593	72.00362	
1.63	743195.1	9437.843	3137.069	72.00366	
1.64	743089.8	9509.432	3170.798	72.0037	
1.65	742983.7	9581.549	3204.783	72.00373	
1.66	742876.8	9654.198	3239.026	72.00377	
1.67	742769.1	9727.382	3273.529	72.00382	
1.68	742660.6	9801.104	3308.293	72.00386	
1.69	742551.3	9875.37	3343.32	72.0039	
1.7	742441.2	9950.182	3378.613	72.00394	
1.71	742330.3	10025.54	3414.173	72.00398	
1.72	742218.5	10101.46	3450.003	72.00402	
1.73	742106	10177.93	3486.103	72.00406	
1.74	741992.5	10254.97	3522.477	72.00411	
1.75	741878.3	10332.57	3559.127	72.00415	
1.76	741763.2	10410.74	3596.053	72.00419	
1.77	741647.3	10489.48	3633.259	72.00423	
1.78	741530.4	10568.8	3670.747	72.00428	
1.79	741412.8	10648.71	3708.517	72.00432	
1.8	741294.2	10729.19	3746.574	72.00437	
1.81	741174.8	10810.27	3784.918	72.00441	
1.82	741054.5	10891.94	3823.551	72.00446	
1.83	740933.3	10974.2	3862.477	72.0045	
1.84	740811.2	11057.07	3901.696	72.00455	
1.85	740688.2	11140.54	3941.212	72.00459	
1.86	740564.3	11224.63	3981.025	72.00464	
1.87	740439.5	11309.32	4021.14	72.00469	
1.88	740313.8	11394.64	4061.557	72.00473	
1.89	740187.1	11480.57	4102.278	72.00478	
1.9	740059.6	11567.13	4143.307	72.00483	
1.91	739931	11654.33	4184.645	72.00488	
1.92	739801.5	11742.15	4226.295	72.00493	
1.93	739671.1	11830.62	4268.259	72.00497	
1.94	739539.7	11919.73	4310.538	72.00502	
1.95	739407.4	12009.48	4353.136	72.00507	
1.96	739274.1	12099.89	4396.055	72.00512	
1.97	739139.7	12190.95	4439.297	72.00517	
1.98	739004.5	12282.68	4482.864	72.00522	
1.99	738868.2	12375.07	4526.759	72.00528	
2	738730.9	12468.13	4570.984	72.00533	
2.01	738592.6	12561.86	4615.542	72.00538	
2.02	738453.3	12656.27	4660.434	72.00543	
2.03	738313	12751.36	4705.664	72.00548	
2.04	738171.6	12847.15	4751.234	72.00554	
2.05	738029.2	12943.62	4797.146	72.00559	
2.06	737885.8	13040.79	4843.402	72.00564	
2.07	737741.3	13138.66	4890.006	72.0057	
2.08	737595.8	13237.24	4936.96	72.00575	
2.09	737449.2	13336.53	4984.266	72.00581	
2.1	737301.5	13436.53	5031.926	72.00586	
2.11	737152.8	13537.25	5079.944	72.00592	
2.12	737003	13638.7	5128.322	72.00598	
2.13	736852.1	13740.88	5177.062	72.00603	
2.14	736700	13843.79	5226.168	72.00609	
2.15	736546.9	13947.44	5275.641	72.00615	
2.16	736392.7	14051.83	5325.484	72.00621	
2.17	736237.3	14156.97	5375.701	72.00626	
2.18	736080.8	14262.87	5426.293	72.00632	
2.19	735923.2	14369.52	5477.263	72.00638	
2.2	735764.4	14476.94	5528.615	72.00644	
2.21	735604.5	14585.12	5580.35	72.0065	
2.22	735443.4	14694.08	5632.472	72.00656	
2.23	735281.2	14803.82	5684.984	72.00663	
2.24	735117.8	14914.34	5737.887	72.00669	
2.25	734953.2	15025.64	5791.185	72.00675	
2.26	734787.4	15137.75	5844.881	72.00681	
2.27	734620.4	15250.65	5898.978	72.00687	
2.28	734452.2	15364.35	5953.478	72.00694	
2.29	734282.7	15478.86	6008.384	72.007	
2.3	734112.1	15594.19	6063.699	72.00707	
2.31	733940.2	15710.33	6119.426	72.00713	
2.32	733767.1	15827.3	6175.569	72.0072	
2.33	733592.8	15945.1	6232.129	72.00726	
2.34	733417.2	16063.73	6289.11	72.00733	
2.35	733240.3	16183.2	6346.515	72.0074	
2.36	733062.1	16303.52	6404.347	72.00746	
2.37	732882.7	16424.69	6462.609	72.00753	
2.38	732702	16546.71	6521.304	72.0076	
2.39	732520	16669.6	6580.434	72.00767	
2.4	732336.6	16793.35	6640.004	72.00774	
2.41	732152	16917.98	6700.016	72.00781	
2.42	731966	17043.48	6760.473	72.00788	
2.43	731778.7	17169.87	6821.379	72.00795	
2.44	731590.1	17297.14	6882.736	72.00802	
2.45	731400.1	17425.31	6944.548	72.00809	
2.46	731208.8	17554.38	7006.818	72.00817	
2.47	731016.1	17684.35	7069.548	72.00824	
2.48	730822	17815.23	7132.744	72.00831	
2.49	730626.6	17947.03	7196.407	72.00839	
2.5	730429.7	18079.76	7260.541	72.00846	
2.51	730231.4	18213.41	7325.149	72.00854	
2.52	730031.8	18347.99	7390.234	72.00861	
2.53	729830.7	18483.51	7455.8	72.00869	
2.54	729628.2	18619.98	7521.851	72.00877	
2.55	729424.2	18757.4	7588.389	72.00884	
2.56	729218.8	18895.77	7655.418	72.00892	
2.57	729011.9	19035.11	7722.941	72.009	
2.58	728803.6	19175.41	7790.963	72.00908	
2.59	728593.8	19316.69	7859.485	72.00916	
2.6	728382.5	19458.95	7928.512	72.00924	
2.61	728169.8	19602.19	7998.048	72.00932	
2.62	727955.5	19746.42	8068.095	72.0094	
2.63	727739.7	19891.65	8138.658	72.00948	
2.64	727522.4	20037.89	8209.739	72.00957	
2.65	727303.5	20185.13	8281.343	72.00965	
2.66	727083.1	20333.39	8353.473	72.00974	
2.67	726861.2	20482.67	8426.132	72.00982	
2.68	726637.7	20632.98	8499.325	72.00991	
2.69	726412.6	20784.32	8573.055	72.00999	
2.7	726186	20936.7	8647.326	72.01008	
2.71	725957.7	21090.13	8722.14	72.01016	
2.72	725727.9	21244.6	8797.503	72.01025	
2.73	725496.4	21400.14	8873.418	72.01034	
2.74	725263.4	21556.74	8949.889	72.01043	
2.75	725028.7	21714.4	9026.919	72.01052	
2.76	724792.3	21873.15	9104.512	72.01061	
2.77	724554.3	22032.98	9182.673	72.0107	
2.78	724314.7	22193.89	9261.404	72.01079	
2.79	724073.4	22355.9	9340.71	72.01089	
2.8	723830.4	22519.01	9420.595	72.01098	
2.81	723585.7	22683.23	9501.063	72.01107	
2.82	723339.3	22848.56	9582.117	72.01117	
2.83	723091.2	23015.02	9663.762	72.01126	
2.84	722841.4	23182.6	9746.002	72.01136	
2.85	722589.8	23351.31	9828.84	72.01145	
2.86	722336.6	23521.16	9912.281	72.01155	
2.87	722081.5	23692.15	9996.329	72.01165	
2.88	721824.7	23864.3	10080.99	72.01175	
2.89	721566.1	24037.6	10166.26	72.01185	
2.9	721305.8	24212.07	10252.15	72.01195	
2.91	721043.6	24387.72	10338.67	72.01205	
2.92	720779.6	24564.53	10425.81	72.01215	
2.93	720513.9	24742.54	10513.59	72.01225	
2.94	720246.3	24921.73	10602	72.01236	
2.95	719976.8	25102.12	10691.05	72.01246	
2.96	719705.5	25283.71	10780.75	72.01256	
2.97	719432.4	25466.52	10871.09	72.01267	
2.98	719157.4	25650.54	10962.09	72.01278	
2.99	718880.5	25835.78	11053.74	72.01288	
3	718601.7	26022.25	11146.06	72.01299	
3.01	718321	26209.96	11239.04	72.0131	
3.02	718038.4	26398.91	11332.69	72.01321	
3.03	717753.9	26589.11	11427.02	72.01332	
3.04	717467.4	26780.57	11522.03	72.01343	
3.05	717179	26973.29	11617.72	72.01354	
3.06	716888.6	27167.28	11714.1	72.01365	
3.07	716596.3	27362.54	11811.17	72.01377	
3.08	716302	27559.09	11908.94	72.01388	
3.09	716005.7	27756.92	12007.41	72.01399	
3.1	715707.3	27956.06	12106.59	72.01411	
3.11	715407	28156.49	12206.48	72.01423	
3.12	715104.7	28358.23	12307.09	72.01434	
3.13	714800.3	28561.29	12408.41	72.01446	
3.14	714493.8	28765.68	12510.46	72.01458	
3.15	714185.4	28971.39	12613.25	72.0147	
3.16	713874.8	29178.44	12716.76	72.01482	
3.17	713562.1	29386.83	12821.02	72.01494	
3.18	713247.4	29596.57	12926.02	72.01506	
3.19	712930.6	29807.66	13031.77	72.01519	
3.2	712611.6	30020.12	13138.27	72.01531	
3.21	712290.5	30233.95	13245.54	72.01544	
3.22	711967.3	30449.15	13353.56	72.01556	
3.23	711641.9	30665.74	13462.36	72.01569	
3.24	711314.3	30883.72	13571.93	72.01582	
3.25	710984.6	31103.09	13682.27	72.01595	
3.26	710652.7	31323.87	13793.4	72.01608	
3.27	710318.6	31546.06	13905.32	72.01621	
3.28	709982.3	31769.66	14018.04	72.01634	
3.29	709643.7	31994.69	14131.55	72.01647	
3.3	709303	32221.15	14245.86	72.0166	
3.31	708960	32449.04	14360.99	72.01674	
3.32	708614.7	32678.38	14476.92	72.01687	
3.33	708267.1	32909.17	14593.68	72.01701	
3.34	707917.3	33141.41	14711.26	72.01714	
3.35	707565.2	33375.12	14829.67	72.01728	
3.36	707210.8	33610.3	14948.92	72.01742	
3.37	706854	33846.96	15069	72.01756	
3.38	706494.9	34085.1	15189.93	72.0177	
3.39	706133.5	34324.73	15311.72	72.01784	
3.4	705769.8	34565.86	15434.35	72.01799	
3.41	705403.6	34808.49	15557.85	72.01813	
3.42	705035.1	35052.63	15682.22	72.01828	
3.43	704664.2	35298.29	15807.45	72.01842	
3.44	704290.9	35545.48	15933.57	72.01857	
3.45	703915.2	35794.19	16060.56	72.01872	
3.46	703537.1	36044.44	16188.45	72.01887	
3.47	703156.5	36296.24	16317.23	72.01902	
3.48	702773.5	36549.58	16446.91	72.01917	
3.49	702388	36804.48	16577.49	72.01932	
3.5	702000	37060.95	16708.98	72.01947	
3.51	701609.6	37318.98	16841.39	72.01963	
3.52	701216.7	37578.6	16974.72	72.01978	
3.53	700821.2	37839.79	17108.98	72.01994	
3.54	700423.2	38102.57	17244.17	72.0201	
3.55	700022.7	38366.95	17380.3	72.02026	
3.56	699619.7	38632.93	17517.37	72.02042	
3.57	699214.1	38900.53	17655.39	72.02058	
3.58	698805.9	39169.73	17794.37	72.02074	
3.59	698395.1	39440.56	17934.31	72.0209	
3.6	697981.7	39713.01	18075.22	72.02107	
3.61	697565.8	39987.1	18217.1	72.02123	
3.62	697147.2	40262.83	18359.96	72.0214	
3.63	696726	40540.2	18503.8	72.02156	
3.64	696302.1	40819.23	18648.63	72.02173	
3.65	695875.6	41099.92	18794.47	72.0219	
3.66	695446.4	41382.27	18941.3	72.02207	
3.67	695014.5	41666.3	19089.14	72.02225	
3.68	694580	41952	19237.99	72.02242	
3.69	694142.7	42239.38	19387.87	72.0226	
3.7	693702.8	42528.46	19538.77	72.02277	
3.71	693260	42819.23	19690.7	72.02295	
3.72	692814.6	43111.7	19843.67	72.02313	
3.73	692366.4	43405.88	19997.69	72.02331	
3.74	691915.4	43701.77	20152.76	72.02349	
3.75	691461.7	43999.38	20308.88	72.02367	
3.76	691005.2	44298.72	20466.07	72.02385	
3.77	690545.9	44599.79	20624.32	72.02404	
3.78	690083.7	44902.6	20783.65	72.02422	
3.79	689618.8	45207.14	20944.06	72.02441	
3.8	689151	45513.44	21105.56	72.0246	
3.81	688680.3	45821.49	21268.15	72.02479	
3.82	688206.8	46131.3	21431.84	72.02498	
3.83	687730.5	46442.87	21596.64	72.02517	
3.84	687251.2	46756.21	21762.55	72.02536	
3.85	686769.1	47071.33	21929.58	72.02556	
3.86	686284	47388.23	22097.74	72.02575	
3.87	685796	47706.92	22267.02	72.02595	
3.88	685305.1	48027.39	22437.44	72.02615	
3.89	684811.3	48349.67	22609.01	72.02635	
3.9	684314.5	48673.74	22781.73	72.02655	
3.91	683814.7	48999.63	22955.61	72.02675	
3.92	683312	49327.32	23130.65	72.02696	
3.93	682806.3	49656.83	23306.85	72.02716	
3.94	682297.6	49988.17	23484.24	72.02737	
3.95	681785.8	50321.33	23662.81	72.02758	
3.96	681271.1	50656.32	23842.57	72.02779	
3.97	680753.3	50993.15	24023.52	72.028	
3.98	680232.5	51331.82	24205.68	72.02821	
3.99	679708.6	51672.33	24389.04	72.02842	
4	679181.7	52014.7	24573.62	72.02864	
4.01	678651.6	52358.92	24759.42	72.02886	
4.02	678118.5	52704.99	24946.46	72.02907	
4.03	677582.3	53052.94	25134.72	72.02929	
4.04	677043	53402.74	25324.23	72.02951	
4.05	676500.6	53754.42	25514.99	72.02974	
4.06	675955	54107.98	25707	72.02996	
4.07	675406.3	54463.42	25900.28	72.03018	
4.08	674854.4	54820.73	26094.83	72.03041	
4.09	674299.4	55179.94	26290.65	72.03064	
4.1	673741.2	55541.04	26487.75	72.03087	
4.11	673179.8	55904.03	26686.14	72.0311	
4.12	672615.2	56268.92	26885.83	72.03133	
4.13	672047.4	56635.71	27086.82	72.03157	
4.14	671476.4	57004.41	27289.12	72.0318	
4.15	670902.2	57375.02	27492.73	72.03204	
4.16	670324.8	57747.54	27697.67	72.03228	
4.17	669744.1	58121.97	27903.94	72.03252	
4.18	669160.1	58498.32	28111.54	72.03276	
4.19	668572.9	58876.6	28320.49	72.03301	
4.2	667982.4	59256.8	28530.79	72.03325	
4.21	667388.6	59638.92	28742.44	72.0335	
4.22	666791.5	60022.97	28955.46	72.03375	
4.23	666191.2	60408.96	29169.85	72.034	
4.24	665587.5	60796.88	29385.62	72.03425	
4.25	664980.5	61186.74	29602.77	72.0345	
4.26	664370.1	61578.54	29821.31	72.03475	
4.27	663756.4	61972.27	30041.25	72.03501	
4.28	663139.4	62367.96	30262.6	72.03527	
4.29	662519	62765.58	30485.36	72.03553	
4.3	661895.3	63165.16	30709.54	72.03579	
4.31	661268.1	63566.68	30935.14	72.03605	
4.32	660637.6	63970.16	31162.18	72.03632	
4.33	660003.7	64375.58	31390.66	72.03658	
4.34	659366.4	64782.96	31620.58	72.03685	
4.35	658725.7	65192.3	31851.96	72.03712	
4.36	658081.6	65603.59	32084.8	72.03739	
4.37	657434	66016.83	32319.11	72.03767	
4.38	656783	66432.04	32554.89	72.03794	
4.39	656128.6	66849.2	32792.15	72.03822	
4.4	655470.7	67268.33	33030.91	72.03849	
4.41	654809.4	67689.41	33271.16	72.03877	
4.42	654144.6	68112.45	33512.91	72.03906	
4.43	653476.3	68537.46	33756.17	72.03934	
4.44	652804.6	68964.42	34000.94	72.03963	
4.45	652129.4	69393.35	34247.24	72.03991	
4.46	651450.7	69824.23	34495.08	72.0402	
4.47	650768.4	70257.08	34744.45	72.04049	
4.48	650082.7	70691.88	34995.36	72.04078	
4.49	649393.5	71128.65	35247.82	72.04108	
4.5	648700.7	71567.37	35501.85	72.04137	
4.51	648004.5	72008.06	35757.44	72.04167	
4.52	647304.7	72450.7	36014.6	72.04197	
4.53	646601.3	72895.29	36273.34	72.04227	
4.54	645894.5	73341.84	36533.67	72.04258	
4.55	645184	73790.34	36795.59	72.04288	
4.56	644470	74240.8	37059.11	72.04319	
4.57	643752.5	74693.2	37324.24	72.0435	
4.58	643031.4	75147.56	37590.98	72.04381	
4.59	642306.8	75603.85	37859.34	72.04412	
4.6	641578.5	76062.1	38129.34	72.04444	
4.61	640846.7	76522.28	38400.96	72.04475	
4.62	640111.3	76984.41	38674.23	72.04507	
4.63	639372.3	77448.47	38949.15	72.04539	
4.64	638629.8	77914.46	39225.72	72.04571	
4.65	637883.6	78382.39	39503.96	72.04604	
4.66	637133.8	78852.24	39783.86	72.04637	
4.67	636380.5	79324.02	40065.44	72.04669	
4.68	635623.5	79797.72	40348.71	72.04702	
4.69	634863	80273.34	40633.66	72.04736	
4.7	634098.8	80750.87	40920.31	72.04769	
4.71	633331	81230.31	41208.67	72.04803	
4.72	632559.6	81711.66	41498.73	72.04836	
4.73	631784.5	82194.91	41790.52	72.0487	
4.74	631005.9	82680.05	42084.02	72.04905	
4.75	630223.6	83167.09	42379.26	72.04939	
4.76	629437.7	83656.01	42676.23	72.04974	
4.77	628648.2	84146.82	42974.95	72.05008	
4.78	627855	84639.51	43275.42	72.05043	
4.79	627058.2	85134.07	43577.65	72.05079	
4.8	626257.8	85630.49	43881.64	72.05114	
4.81	625453.8	86128.78	44187.4	72.0515	
4.82	624646.1	86628.92	44494.94	72.05186	
4.83	623834.8	87130.91	44804.26	72.05222	
4.84	623019.8	87634.74	45115.37	72.05258	
4.85	622201.2	88140.41	45428.29	72.05294	
4.86	621379	88647.91	45743	72.05331	
4.87	620553.2	89157.24	46059.52	72.05368	
4.88	619723.7	89668.38	46377.86	72.05405	
4.89	618890.6	90181.32	46698.03	72.05442	
4.9	618053.9	90696.07	47020.02	72.0548	
4.91	617213.5	91212.62	47343.85	72.05518	
4.92	616369.5	91730.95	47669.52	72.05556	
4.93	615521.8	92251.05	47997.04	72.05594	
4.94	614670.6	92772.93	48326.42	72.05632	
4.95	613815.7	93296.57	48657.65	72.05671	
4.96	612957.2	93821.96	48990.76	72.05709	
4.97	612095.1	94349.1	49325.74	72.05749	
4.98	611229.4	94877.97	49662.59	72.05788	
4.99	610360	95408.57	50001.34	72.05827	
5	609487.1	95940.89	50341.97	72.05867	
5.01	608610.5	96474.91	50684.51	72.05907	
5.02	607730.4	97010.63	51028.94	72.05947	
5.03	606846.6	97548.04	51375.29	72.05987	
5.04	605959.3	98087.13	51723.56	72.06028	
5.05	605068.3	98627.88	52073.74	72.06069	
5.06	604173.8	99170.29	52425.86	72.0611	
5.07	603275.7	99714.35	52779.91	72.06151	
5.08	602374	100260	53135.9	72.06193	
5.09	601468.7	100807.4	53493.83	72.06234	
5.1	600559.9	101356.3	53853.72	72.06276	
5.11	599647.6	101906.8	54215.56	72.06318	
5.12	598731.6	102458.9	54579.37	72.06361	
5.13	597812.2	103012.6	54945.15	72.06403	
5.14	596889.2	103567.9	55312.9	72.06446	
5.15	595962.6	104124.7	55682.63	72.06489	
5.16	595032.5	104683.1	56054.34	72.06533	
5.17	594099	105242.9	56428.05	72.06576	
5.18	593161.9	105804.3	56803.75	72.0662	
5.19	592221.3	106367.2	57181.45	72.06664	
5.2	591277.2	106931.6	57561.16	72.06708	
5.21	590329.6	107497.5	57942.88	72.06753	
5.22	589378.5	108064.8	58326.62	72.06798	
5.23	588424	108633.5	58712.38	72.06842	
5.24	587466	109203.7	59100.17	72.06888	
5.25	586504.6	109775.3	59489.99	72.06933	
5.26	585539.7	110348.3	59881.85	72.06979	
5.27	584571.4	110922.7	60275.75	72.07025	
5.28	583599.7	111498.5	60671.7	72.07071	
5.29	582624.6	112075.6	61069.7	72.07117	
5.3	581646.1	112654.1	61469.76	72.07164	
5.31	580664.2	113233.9	61871.88	72.07211	
5.32	579678.9	113815	62276.07	72.07258	
5.33	578690.2	114397.4	62682.32	72.07305	
5.34	577698.2	114981.1	63090.66	72.07353	
5.35	576702.9	115566	63501.07	72.07401	
5.36	575704.2	116152.2	63913.57	72.07449	
5.37	574702.2	116739.6	64328.16	72.07497	
5.38	573696.9	117328.2	64744.84	72.07546	
5.39	572688.3	117918	65163.62	72.07594	
5.4	571676.5	118509	65584.5	72.07643	
5.41	570661.3	119101.1	66007.49	72.07693	
5.42	569643	119694.4	66432.59	72.07742	
5.43	568621.4	120288.7	66859.8	72.07792	
5.44	567596.6	120884.2	67289.13	72.07842	
5.45	566568.5	121480.8	67720.58	72.07892	
5.46	565537.3	122078.4	68154.16	72.07943	
5.47	564502.9	122677.1	68589.87	72.07994	
5.48	563465.4	123276.8	69027.71	72.08045	
5.49	562424.7	123877.5	69467.69	72.08096	
5.5	561380.9	124479.2	69909.81	72.08147	
5.51	560333.9	125081.9	70354.07	72.08199	
5.52	559283.9	125685.5	70800.48	72.08251	
5.53	558230.8	126290.1	71249.04	72.08304	
5.54	557174.7	126895.5	71699.76	72.08356	
5.55	556115.4	127501.8	72152.63	72.08409	
5.56	555053.2	128109	72607.66	72.08462	
5.57	553988	128717.1	73064.86	72.08515	
5.58	552919.8	129325.9	73524.22	72.08569	
5.59	551848.6	129935.6	73985.75	72.08622	
5.6	550774.4	130546	74449.46	72.08677	
5.61	549697.4	131157.2	74915.34	72.08731	
5.62	548617.4	131769.2	75383.39	72.08785	
5.63	547534.5	132381.8	75853.63	72.0884	
5.64	546448.7	132995.1	76326.04	72.08895	
