--time	Susceptible	Infected	Recovered	Deaths	
36.98	708746.4	3490.029	43533.55	72.05073	
36.99	708734.1	3489.871	43545.97	72.05075	
37	708721.8	3489.712	43558.4	72.05076	
37.01	708709.6	3489.554	43570.82	72.05078	
37.02	708697.3	3489.395	43583.25	72.05079	
37.03	708685	3489.236	43595.67	72.05081	
37.04	708672.8	3489.076	43608.09	72.05082	
37.05	708660.5	3488.917	43620.51	72.05084	
37.06	708648.3	3488.757	43632.94	72.05085	
37.07	708636	3488.598	43645.36	72.05087	
37.08	708623.7	3488.438	43657.78	72.05088	
37.09	708611.5	3488.277	43670.2	72.05089	
37.1	708599.2	3488.117	43682.62	72.05091	
37.11	708587	3487.956	43695.03	72.05092	
37.12	708574.7	3487.795	43707.45	72.05094	
37.13	708562.4	3487.634	43719.87	72.05095	
37.14	708550.2	3487.473	43732.29	72.05097	
37.15	708537.9	3487.311	43744.7	72.05098	
37.16	708525.7	3487.15	43757.12	72.051	
37.17	708513.4	3486.988	43769.53	72.05101	
37.18	708501.2	3486.826	43781.95	72.05102	
37.19	708488.9	3486.663	43794.36	72.05104	
37.2	708476.7	3486.501	43806.78	72.05105	
37.21	708464.4	3486.338	43819.19	72.05107	
37.22	708452.2	3486.175	43831.6	72.05108	
37.23	708439.9	3486.012	43844.01	72.0511	
37.24	708427.7	3485.849	43856.42	72.05111	
37.25	708415.4	3485.685	43868.83	72.05113	
37.26	708403.2	3485.522	43881.24	72.05114	
37.27	708390.9	3485.358	43893.65	72.05115	
37.28	708378.7	3485.194	43906.06	72.05117	
37.29	708366.4	3485.029	43918.47	72.05118	
37.3	708354.2	3484.865	43930.88	72.0512	
37.31	708342	3484.7	43943.29	72.05121	
37.32	708329.7	3484.535	43955.69	72.05123	
37.33	708317.5	3484.37	43968.1	72.05124	
37.34	708305.2	3484.205	43980.5	72.05126	
37.35	708293	3484.039	43992.91	72.05127	
37.36	708280.8	3483.873	44005.31	72.05128	
37.37	708268.5	3483.707	44017.72	72.0513	
37.38	708256.3	3483.541	44030.12	72.05131	
37.39	708244.1	3483.375	44042.52	72.05133	
37.4	708231.8	3483.208	44054.92	72.05134	
37.41	708219.6	3483.041	44067.32	72.05136	
37.42	708207.3	3482.874	44079.72	72.05137	
37.43	708195.1	3482.707	44092.12	72.05139	
37.44	708182.9	3482.54	44104.52	72.0514	
37.45	708170.7	3482.372	44116.92	72.05141	
37.46	708158.4	3482.204	44129.32	72.05143	
37.47	708146.2	3482.036	44141.72	72.05144	
37.48	708134	3481.868	44154.12	72.05146	
37.49	708121.7	3481.7	44166.51	72.05147	
37.5	708109.5	3481.531	44178.91	72.05149	
37.51	708097.3	3481.362	44191.3	72.0515	
37.52	708085.1	3481.193	44203.7	72.05152	
37.53	708072.8	3481.024	44216.09	72.05153	
37.54	708060.6	3480.855	44228.48	72.05154	
37.55	708048.4	3480.685	44240.88	72.05156	
37.56	708036.2	3480.515	44253.27	72.05157	
37.57	708023.9	3480.345	44265.66	72.05159	
37.58	708011.7	3480.175	44278.05	72.0516	
37.59	707999.5	3480.005	44290.44	72.05162	
37.6	707987.3	3479.834	44302.83	72.05163	
37.61	707975.1	3479.663	44315.22	72.05165	
37.62	707962.8	3479.492	44327.61	72.05166	
37.63	707950.6	3479.321	44340	72.05167	
37.64	707938.4	3479.149	44352.39	72.05169	
37.65	707926.2	3478.978	44364.77	72.0517	
37.66	707914	3478.806	44377.16	72.05172	
37.67	707901.8	3478.634	44389.54	72.05173	
37.68	707889.6	3478.462	44401.93	72.05175	
37.69	707877.3	3478.289	44414.31	72.05176	
37.7	707865.1	3478.116	44426.7	72.05178	
37.71	707852.9	3477.944	44439.08	72.05179	
37.72	707840.7	3477.77	44451.46	72.0518	
37.73	707828.5	3477.597	44463.84	72.05182	
37.74	707816.3	3477.424	44476.22	72.05183	
37.75	707804.1	3477.25	44488.61	72.05185	
37.76	707791.9	3477.076	44500.99	72.05186	
37.77	707779.7	3476.902	44513.36	72.05188	
37.78	707767.5	3476.728	44525.74	72.05189	
37.79	707755.3	3476.553	44538.12	72.05191	
37.8	707743.1	3476.379	44550.5	72.05192	
37.81	707730.9	3476.204	44562.88	72.05193	
37.82	707718.7	3476.029	44575.25	72.05195	
37.83	707706.5	3475.853	44587.63	72.05196	
37.84	707694.3	3475.678	44600	72.05198	
37.85	707682.1	3475.502	44612.38	72.05199	
37.86	707669.9	3475.326	44624.75	72.05201	
37.87	707657.7	3475.15	44637.12	72.05202	
37.88	707645.5	3474.974	44649.5	72.05204	
37.89	707633.3	3474.798	44661.87	72.05205	
37.9	707621.1	3474.621	44674.24	72.05206	
37.91	707608.9	3474.444	44686.61	72.05208	
37.92	707596.7	3474.267	44698.98	72.05209	
37.93	707584.5	3474.09	44711.35	72.05211	
37.94	707572.3	3473.912	44723.72	72.05212	
37.95	707560.1	3473.734	44736.09	72.05214	
37.96	707547.9	3473.556	44748.45	72.05215	
37.97	707535.7	3473.378	44760.82	72.05217	
37.98	707523.6	3473.2	44773.19	72.05218	
37.99	707511.4	3473.022	44785.55	72.05219	
38	707499.2	3472.843	44797.92	72.05221	
38.01	707487	3472.664	44810.28	72.05222	
38.02	707474.8	3472.485	44822.64	72.05224	
38.03	707462.6	3472.306	44835.01	72.05225	
38.04	707450.5	3472.126	44847.37	72.05227	
38.05	707438.3	3471.946	44859.73	72.05228	
38.06	707426.1	3471.766	44872.09	72.05229	
38.07	707413.9	3471.586	44884.45	72.05231	
38.08	707401.7	3471.406	44896.81	72.05232	
38.09	707389.6	3471.225	44909.17	72.05234	
38.1	707377.4	3471.045	44921.53	72.05235	
38.11	707365.2	3470.864	44933.89	72.05237	
38.12	707353	3470.683	44946.24	72.05238	
38.13	707340.8	3470.501	44958.6	72.0524	
38.14	707328.7	3470.32	44970.96	72.05241	
38.15	707316.5	3470.138	44983.31	72.05242	
38.16	707304.3	3469.956	44995.67	72.05244	
38.17	707292.2	3469.774	45008.02	72.05245	
38.18	707280	3469.592	45020.37	72.05247	
38.19	707267.8	3469.409	45032.73	72.05248	
38.2	707255.6	3469.227	45045.08	72.0525	
38.21	707243.5	3469.044	45057.43	72.05251	
38.22	707231.3	3468.861	45069.78	72.05253	
38.23	707219.1	3468.677	45082.13	72.05254	
38.24	707207	3468.494	45094.48	72.05255	
38.25	707194.8	3468.31	45106.83	72.05257	
38.26	707182.6	3468.126	45119.18	72.05258	
38.27	707170.5	3467.942	45131.52	72.0526	
38.28	707158.3	3467.758	45143.87	72.05261	
38.29	707146.2	3467.573	45156.22	72.05263	
38.3	707134	3467.389	45168.56	72.05264	
38.31	707121.8	3467.204	45180.91	72.05265	
38.32	707109.7	3467.019	45193.25	72.05267	
38.33	707097.5	3466.833	45205.6	72.05268	
38.34	707085.4	3466.648	45217.94	72.0527	
38.35	707073.2	3466.462	45230.28	72.05271	
38.36	707061	3466.276	45242.62	72.05273	
38.37	707048.9	3466.09	45254.96	72.05274	
38.38	707036.7	3465.904	45267.3	72.05276	
38.39	707024.6	3465.717	45279.64	72.05277	
38.4	707012.4	3465.531	45291.98	72.05278	
38.41	707000.3	3465.344	45304.32	72.0528	
38.42	706988.1	3465.157	45316.66	72.05281	
38.43	706976	3464.969	45328.99	72.05283	
38.44	706963.8	3464.782	45341.33	72.05284	
38.45	706951.7	3464.594	45353.67	72.05286	
38.46	706939.5	3464.406	45366	72.05287	
38.47	706927.4	3464.218	45378.33	72.05288	
38.48	706915.2	3464.03	45390.67	72.0529	
38.49	706903.1	3463.842	45403	72.05291	
38.5	706891	3463.653	45415.33	72.05293	
38.51	706878.8	3463.464	45427.67	72.05294	
38.52	706866.7	3463.275	45440	72.05296	
38.53	706854.5	3463.086	45452.33	72.05297	
38.54	706842.4	3462.896	45464.66	72.05299	
38.55	706830.3	3462.706	45476.98	72.053	
38.56	706818.1	3462.517	45489.31	72.05301	
38.57	706806	3462.327	45501.64	72.05303	
38.58	706793.8	3462.136	45513.97	72.05304	
38.59	706781.7	3461.946	45526.29	72.05306	
38.6	706769.6	3461.755	45538.62	72.05307	
38.61	706757.4	3461.564	45550.94	72.05309	
38.62	706745.3	3461.373	45563.27	72.0531	
38.63	706733.2	3461.182	45575.59	72.05311	
38.64	706721	3460.991	45587.91	72.05313	
38.65	706708.9	3460.799	45600.24	72.05314	
38.66	706696.8	3460.607	45612.56	72.05316	
38.67	706684.7	3460.415	45624.88	72.05317	
38.68	706672.5	3460.223	45637.2	72.05319	
38.69	706660.4	3460.03	45649.52	72.0532	
38.7	706648.3	3459.838	45661.83	72.05322	
38.71	706636.1	3459.645	45674.15	72.05323	
38.72	706624	3459.452	45686.47	72.05324	
38.73	706611.9	3459.259	45698.79	72.05326	
38.74	706599.8	3459.065	45711.1	72.05327	
38.75	706587.7	3458.872	45723.42	72.05329	
38.76	706575.5	3458.678	45735.73	72.0533	
38.77	706563.4	3458.484	45748.05	72.05332	
38.78	706551.3	3458.29	45760.36	72.05333	
38.79	706539.2	3458.095	45772.67	72.05334	
38.8	706527.1	3457.9	45784.98	72.05336	
38.81	706514.9	3457.706	45797.29	72.05337	
38.82	706502.8	3457.511	45809.6	72.05339	
38.83	706490.7	3457.315	45821.91	72.0534	
38.84	706478.6	3457.12	45834.22	72.05342	
38.85	706466.5	3456.925	45846.53	72.05343	
38.86	706454.4	3456.729	45858.84	72.05344	
38.87	706442.3	3456.533	45871.15	72.05346	
38.88	706430.2	3456.337	45883.45	72.05347	
38.89	706418	3456.14	45895.76	72.05349	
38.9	706405.9	3455.944	45908.06	72.0535	
38.91	706393.8	3455.747	45920.37	72.05352	
38.92	706381.7	3455.55	45932.67	72.05353	
38.93	706369.6	3455.353	45944.97	72.05355	
38.94	706357.5	3455.155	45957.27	72.05356	
38.95	706345.4	3454.958	45969.57	72.05357	
38.96	706333.3	3454.76	45981.88	72.05359	
38.97	706321.2	3454.562	45994.18	72.0536	
38.98	706309.1	3454.364	46006.47	72.05362	
38.99	706297	3454.166	46018.77	72.05363	
39	706284.9	3453.967	46031.07	72.05365	
39.01	706272.8	3453.768	46043.37	72.05366	
39.02	706260.7	3453.569	46055.66	72.05367	
39.03	706248.6	3453.37	46067.96	72.05369	
39.04	706236.5	3453.171	46080.25	72.0537	
39.05	706224.4	3452.971	46092.55	72.05372	
39.06	706212.3	3452.772	46104.84	72.05373	
39.07	706200.2	3452.572	46117.13	72.05375	
39.08	706188.1	3452.372	46129.43	72.05376	
39.09	706176.1	3452.171	46141.72	72.05377	
39.1	706164	3451.971	46154.01	72.05379	
39.11	706151.9	3451.77	46166.3	72.0538	
39.12	706139.8	3451.569	46178.59	72.05382	
39.13	706127.7	3451.368	46190.88	72.05383	
39.14	706115.6	3451.167	46203.16	72.05385	
39.15	706103.5	3450.966	46215.45	72.05386	
39.16	706091.4	3450.764	46227.74	72.05387	
39.17	706079.4	3450.562	46240.02	72.05389	
39.18	706067.3	3450.36	46252.31	72.0539	
39.19	706055.2	3450.158	46264.59	72.05392	
39.2	706043.1	3449.955	46276.88	72.05393	
39.21	706031	3449.753	46289.16	72.05395	
39.22	706019	3449.55	46301.44	72.05396	
39.23	706006.9	3449.347	46313.72	72.05398	
39.24	705994.8	3449.144	46326	72.05399	
39.25	705982.7	3448.94	46338.28	72.054	
39.26	705970.6	3448.737	46350.56	72.05402	
39.27	705958.6	3448.533	46362.84	72.05403	
39.28	705946.5	3448.329	46375.12	72.05405	
39.29	705934.4	3448.125	46387.39	72.05406	
39.3	705922.4	3447.92	46399.67	72.05408	
39.31	705910.3	3447.716	46411.95	72.05409	
39.32	705898.2	3447.511	46424.22	72.0541	
39.33	705886.1	3447.306	46436.49	72.05412	
39.34	705874.1	3447.101	46448.77	72.05413	
39.35	705862	3446.895	46461.04	72.05415	
39.36	705849.9	3446.69	46473.31	72.05416	
39.37	705837.9	3446.484	46485.58	72.05418	
39.38	705825.8	3446.278	46497.85	72.05419	
39.39	705813.8	3446.072	46510.12	72.0542	
39.4	705801.7	3445.866	46522.39	72.05422	
39.41	705789.6	3445.659	46534.66	72.05423	
39.42	705777.6	3445.452	46546.93	72.05425	
39.43	705765.5	3445.246	46559.19	72.05426	
39.44	705753.4	3445.038	46571.46	72.05428	
39.45	705741.4	3444.831	46583.72	72.05429	
39.46	705729.3	3444.624	46595.99	72.0543	
39.47	705717.3	3444.416	46608.25	72.05432	
39.48	705705.2	3444.208	46620.52	72.05433	
39.49	705693.2	3444	46632.78	72.05435	
39.5	705681.1	3443.792	46645.04	72.05436	
39.51	705669.1	3443.583	46657.3	72.05438	
39.52	705657	3443.375	46669.56	72.05439	
39.53	705645	3443.166	46681.82	72.0544	
39.54	705632.9	3442.957	46694.08	72.05442	
39.55	705620.9	3442.748	46706.34	72.05443	
39.56	705608.8	3442.538	46718.59	72.05445	
39.57	705596.8	3442.329	46730.85	72.05446	
39.58	705584.7	3442.119	46743.1	72.05448	
39.59	705572.7	3441.909	46755.36	72.05449	
39.6	705560.6	3441.699	46767.61	72.0545	
39.61	705548.6	3441.488	46779.87	72.05452	
39.62	705536.5	3441.278	46792.12	72.05453	
39.63	705524.5	3441.067	46804.37	72.05455	
39.64	705512.5	3440.856	46816.62	72.05456	
39.65	705500.4	3440.645	46828.87	72.05458	
39.66	705488.4	3440.433	46841.12	72.05459	
39.67	705476.4	3440.222	46853.37	72.0546	
39.68	705464.3	3440.01	46865.62	72.05462	
39.69	705452.3	3439.798	46877.87	72.05463	
39.7	705440.2	3439.586	46890.11	72.05465	
39.71	705428.2	3439.374	46902.36	72.05466	
39.72	705416.2	3439.161	46914.6	72.05468	
39.73	705404.1	3438.949	46926.85	72.05469	
39.74	705392.1	3438.736	46939.09	72.0547	
39.75	705380.1	3438.523	46951.33	72.05472	
39.76	705368.1	3438.309	46963.58	72.05473	
39.77	705356	3438.096	46975.82	72.05475	
39.78	705344	3437.882	46988.06	72.05476	
39.79	705332	3437.668	47000.3	72.05478	
39.8	705320	3437.454	47012.54	72.05479	
39.81	705307.9	3437.24	47024.77	72.0548	
39.82	705295.9	3437.026	47037.01	72.05482	
39.83	705283.9	3436.811	47049.25	72.05483	
39.84	705271.9	3436.596	47061.48	72.05485	
39.85	705259.8	3436.381	47073.72	72.05486	
39.86	705247.8	3436.166	47085.95	72.05488	
39.87	705235.8	3435.951	47098.19	72.05489	
39.88	705223.8	3435.735	47110.42	72.0549	
39.89	705211.8	3435.519	47122.65	72.05492	
39.9	705199.8	3435.303	47134.88	72.05493	
39.91	705187.7	3435.087	47147.11	72.05495	
39.92	705175.7	3434.871	47159.34	72.05496	
39.93	705163.7	3434.654	47171.57	72.05497	
39.94	705151.7	3434.438	47183.8	72.05499	
39.95	705139.7	3434.221	47196.03	72.055	
39.96	705127.7	3434.004	47208.26	72.05502	
39.97	705115.7	3433.786	47220.48	72.05503	
39.98	705103.7	3433.569	47232.71	72.05505	
39.99	705091.7	3433.351	47244.93	72.05506	
40	705079.7	3433.133	47257.15	72.05507	
40.01	705067.7	3432.915	47269.38	72.05509	
40.02	705055.6	3432.697	47281.6	72.0551	
40.03	705043.6	3432.479	47293.82	72.05512	
40.04	705031.6	3432.26	47306.04	72.05513	
40.05	705019.6	3432.041	47318.26	72.05515	
40.06	705007.6	3431.822	47330.48	72.05516	
40.07	704995.6	3431.603	47342.7	72.05517	
40.08	704983.6	3431.384	47354.91	72.05519	
40.09	704971.6	3431.164	47367.13	72.0552	
40.1	704959.7	3430.944	47379.35	72.05522	
40.11	704947.7	3430.724	47391.56	72.05523	
40.12	704935.7	3430.504	47403.78	72.05525	
40.13	704923.7	3430.284	47415.99	72.05526	
40.14	704911.7	3430.063	47428.2	72.05527	
40.15	704899.7	3429.843	47440.41	72.05529	
40.16	704887.7	3429.622	47452.63	72.0553	
40.17	704875.7	3429.401	47464.84	72.05532	
40.18	704863.7	3429.179	47477.05	72.05533	
40.19	704851.7	3428.958	47489.25	72.05535	
40.2	704839.7	3428.736	47501.46	72.05536	
40.21	704827.8	3428.514	47513.67	72.05537	
40.22	704815.8	3428.292	47525.88	72.05539	
40.23	704803.8	3428.07	47538.08	72.0554	
40.24	704791.8	3427.848	47550.29	72.05542	
40.25	704779.8	3427.625	47562.49	72.05543	
40.26	704767.8	3427.402	47574.69	72.05544	
40.27	704755.9	3427.179	47586.89	72.05546	
40.28	704743.9	3426.956	47599.1	72.05547	
40.29	704731.9	3426.733	47611.3	72.05549	
40.3	704719.9	3426.509	47623.5	72.0555	
40.31	704708	3426.286	47635.7	72.05552	
40.32	704696	3426.062	47647.89	72.05553	
40.33	704684	3425.837	47660.09	72.05554	
40.34	704672	3425.613	47672.29	72.05556	
40.35	704660.1	3425.389	47684.49	72.05557	
40.36	704648.1	3425.164	47696.68	72.05559	
40.37	704636.1	3424.939	47708.87	72.0556	
40.38	704624.2	3424.714	47721.07	72.05562	
40.39	704612.2	3424.489	47733.26	72.05563	
40.4	704600.2	3424.263	47745.45	72.05564	
40.41	704588.3	3424.038	47757.64	72.05566	
40.42	704576.3	3423.812	47769.83	72.05567	
40.43	704564.3	3423.586	47782.02	72.05569	
40.44	704552.4	3423.36	47794.21	72.0557	
40.45	704540.4	3423.133	47806.4	72.05571	
40.46	704528.4	3422.907	47818.59	72.05573	
40.47	704516.5	3422.68	47830.77	72.05574	
40.48	704504.5	3422.453	47842.96	72.05576	
40.49	704492.6	3422.226	47855.14	72.05577	
40.5	704480.6	3421.999	47867.33	72.05579	
40.51	704468.7	3421.771	47879.51	72.0558	
40.52	704456.7	3421.543	47891.69	72.05581	
40.53	704444.8	3421.316	47903.88	72.05583	
40.54	704432.8	3421.087	47916.06	72.05584	
40.55	704420.8	3420.859	47928.24	72.05586	
40.56	704408.9	3420.631	47940.42	72.05587	
40.57	704396.9	3420.402	47952.59	72.05589	
40.58	704385	3420.173	47964.77	72.0559	
40.59	704373.1	3419.944	47976.95	72.05591	
40.6	704361.1	3419.715	47989.12	72.05593	
40.61	704349.2	3419.486	48001.3	72.05594	
40.62	704337.2	3419.256	48013.47	72.05596	
40.63	704325.3	3419.026	48025.65	72.05597	
40.64	704313.3	3418.796	48037.82	72.05598	
40.65	704301.4	3418.566	48049.99	72.056	
40.66	704289.4	3418.336	48062.16	72.05601	
40.67	704277.5	3418.105	48074.33	72.05603	
40.68	704265.6	3417.875	48086.5	72.05604	
40.69	704253.6	3417.644	48098.67	72.05606	
40.7	704241.7	3417.413	48110.84	72.05607	
40.71	704229.8	3417.182	48123	72.05608	
40.72	704217.8	3416.95	48135.17	72.0561	
40.73	704205.9	3416.719	48147.33	72.05611	
40.74	704194	3416.487	48159.5	72.05613	
40.75	704182	3416.255	48171.66	72.05614	
40.76	704170.1	3416.023	48183.83	72.05615	
40.77	704158.2	3415.79	48195.99	72.05617	
40.78	704146.2	3415.558	48208.15	72.05618	
40.79	704134.3	3415.325	48220.31	72.0562	
40.8	704122.4	3415.092	48232.47	72.05621	
40.81	704110.5	3414.859	48244.63	72.05623	
40.82	704098.5	3414.625	48256.78	72.05624	
40.83	704086.6	3414.392	48268.94	72.05625	
40.84	704074.7	3414.158	48281.1	72.05627	
40.85	704062.8	3413.924	48293.25	72.05628	
40.86	704050.8	3413.69	48305.41	72.0563	
40.87	704038.9	3413.456	48317.56	72.05631	
40.88	704027	3413.222	48329.71	72.05632	
40.89	704015.1	3412.987	48341.86	72.05634	
40.9	704003.2	3412.752	48354.02	72.05635	
40.91	703991.3	3412.517	48366.17	72.05637	
40.92	703979.3	3412.282	48378.31	72.05638	
40.93	703967.4	3412.047	48390.46	72.0564	
40.94	703955.5	3411.811	48402.61	72.05641	
40.95	703943.6	3411.576	48414.76	72.05642	
40.96	703931.7	3411.34	48426.9	72.05644	
40.97	703919.8	3411.104	48439.05	72.05645	
40.98	703907.9	3410.867	48451.19	72.05647	
40.99	703896	3410.631	48463.34	72.05648	
41	703884.1	3410.394	48475.48	72.05649	
41.01	703872.2	3410.157	48487.62	72.05651	
41.02	703860.3	3409.92	48499.76	72.05652	
41.03	703848.4	3409.683	48511.9	72.05654	
41.04	703836.5	3409.446	48524.04	72.05655	
41.05	703824.6	3409.208	48536.18	72.05657	
41.06	703812.7	3408.971	48548.32	72.05658	
41.07	703800.8	3408.733	48560.45	72.05659	
41.08	703788.9	3408.495	48572.59	72.05661	
41.09	703777	3408.256	48584.73	72.05662	
41.1	703765.1	3408.018	48596.86	72.05664	
41.11	703753.2	3407.779	48608.99	72.05665	
41.12	703741.3	3407.54	48621.13	72.05666	
41.13	703729.4	3407.301	48633.26	72.05668	
41.14	703717.5	3407.062	48645.39	72.05669	
41.15	703705.6	3406.823	48657.52	72.05671	
41.16	703693.7	3406.583	48669.65	72.05672	
41.17	703681.8	3406.343	48681.77	72.05673	
41.18	703669.9	3406.103	48693.9	72.05675	
41.19	703658.1	3405.863	48706.03	72.05676	
41.2	703646.2	3405.623	48718.15	72.05678	
41.21	703634.3	3405.382	48730.28	72.05679	
41.22	703622.4	3405.142	48742.4	72.05681	
41.23	703610.5	3404.901	48754.53	72.05682	
41.24	703598.6	3404.66	48766.65	72.05683	
41.25	703586.8	3404.418	48778.77	72.05685	
41.26	703574.9	3404.177	48790.89	72.05686	
41.27	703563	3403.935	48803.01	72.05688	
41.28	703551.1	3403.693	48815.13	72.05689	
41.29	703539.2	3403.452	48827.25	72.0569	
41.3	703527.4	3403.209	48839.36	72.05692	
41.31	703515.5	3402.967	48851.48	72.05693	
41.32	703503.6	3402.724	48863.6	72.05695	
41.33	703491.8	3402.482	48875.71	72.05696	
41.34	703479.9	3402.239	48887.82	72.05697	
41.35	703468	3401.996	48899.94	72.05699	
41.36	703456.1	3401.753	48912.05	72.057	
41.37	703444.3	3401.509	48924.16	72.05702	
41.38	703432.4	3401.265	48936.27	72.05703	
41.39	703420.5	3401.022	48948.38	72.05705	
41.4	703408.7	3400.778	48960.49	72.05706	
41.41	703396.8	3400.533	48972.59	72.05707	
41.42	703385	3400.289	48984.7	72.05709	
41.43	703373.1	3400.045	48996.81	72.0571	
41.44	703361.2	3399.8	49008.91	72.05712	
41.45	703349.4	3399.555	49021.02	72.05713	
41.46	703337.5	3399.31	49033.12	72.05714	
41.47	703325.7	3399.065	49045.22	72.05716	
41.48	703313.8	3398.819	49057.32	72.05717	
41.49	703301.9	3398.573	49069.42	72.05719	
41.5	703290.1	3398.328	49081.52	72.0572	
41.51	703278.2	3398.082	49093.62	72.05721	
41.52	703266.4	3397.836	49105.72	72.05723	
41.53	703254.5	3397.589	49117.82	72.05724	
41.54	703242.7	3397.343	49129.91	72.05726	
41.55	703230.8	3397.096	49142.01	72.05727	
41.56	703219	3396.849	49154.1	72.05729	
41.57	703207.1	3396.602	49166.2	72.0573	
41.58	703195.3	3396.355	49178.29	72.05731	
41.59	703183.5	3396.107	49190.38	72.05733	
41.6	703171.6	3395.86	49202.47	72.05734	
41.61	703159.8	3395.612	49214.56	72.05736	
41.62	703147.9	3395.364	49226.65	72.05737	
41.63	703136.1	3395.116	49238.74	72.05738	
41.64	703124.2	3394.867	49250.83	72.0574	
41.65	703112.4	3394.619	49262.91	72.05741	
41.66	703100.6	3394.37	49275	72.05743	
41.67	703088.7	3394.121	49287.08	72.05744	
41.68	703076.9	3393.872	49299.17	72.05745	
41.69	703065.1	3393.623	49311.25	72.05747	
41.7	703053.2	3393.373	49323.33	72.05748	
41.71	703041.4	3393.124	49335.41	72.0575	
41.72	703029.6	3392.874	49347.49	72.05751	
41.73	703017.7	3392.624	49359.57	72.05752	
41.74	703005.9	3392.374	49371.65	72.05754	
41.75	702994.1	3392.123	49383.73	72.05755	
41.76	702982.3	3391.873	49395.81	72.05757	
41.77	702970.4	3391.622	49407.88	72.05758	
41.78	702958.6	3391.371	49419.96	72.0576	
41.79	702946.8	3391.12	49432.03	72.05761	
41.8	702935	3390.869	49444.1	72.05762	
41.81	702923.1	3390.617	49456.18	72.05764	
41.82	702911.3	3390.366	49468.25	72.05765	
41.83	702899.5	3390.114	49480.32	72.05767	
41.84	702887.7	3389.862	49492.39	72.05768	
41.85	702875.9	3389.61	49504.46	72.05769	
41.86	702864.1	3389.358	49516.52	72.05771	
41.87	702852.2	3389.105	49528.59	72.05772	
41.88	702840.4	3388.852	49540.66	72.05774	
41.89	702828.6	3388.6	49552.72	72.05775	
41.9	702816.8	3388.346	49564.79	72.05776	
41.91	702805	3388.093	49576.85	72.05778	
41.92	702793.2	3387.84	49588.91	72.05779	
41.93	702781.4	3387.586	49600.97	72.05781	
41.94	702769.6	3387.332	49613.03	72.05782	
41.95	702757.8	3387.079	49625.09	72.05783	
41.96	702746	3386.824	49637.15	72.05785	
41.97	702734.2	3386.57	49649.21	72.05786	
41.98	702722.4	3386.316	49661.27	72.05788	
41.99	702710.6	3386.061	49673.32	72.05789	
42	702698.8	3385.806	49685.38	72.0579	
