--time	Susceptible	Infected	Recovered	Deaths	
31.33	715778.7	3545.553	36445.67	72.04247	
31.34	715766.2	3545.515	36458.29	72.04249	
31.35	715753.6	3545.478	36470.91	72.0425	
31.36	715741	3545.441	36483.54	72.04252	
31.37	715728.4	3545.403	36496.16	72.04253	
31.38	715715.8	3545.365	36508.78	72.04255	
31.39	715703.2	3545.327	36521.41	72.04256	
31.4	715690.6	3545.288	36534.03	72.04258	
31.41	715678.1	3545.25	36546.65	72.04259	
31.42	715665.5	3545.211	36559.27	72.04261	
31.43	715652.9	3545.172	36571.9	72.04262	
31.44	715640.3	3545.133	36584.52	72.04264	
31.45	715627.7	3545.093	36597.14	72.04265	
31.46	715615.1	3545.053	36609.76	72.04267	
31.47	715602.6	3545.013	36622.38	72.04268	
31.48	715590	3544.973	36635	72.0427	
31.49	715577.4	3544.933	36647.63	72.04271	
31.5	715564.8	3544.892	36660.25	72.04272	
31.51	715552.2	3544.852	36672.87	72.04274	
31.52	715539.7	3544.811	36685.49	72.04275	
31.53	715527.1	3544.769	36698.11	72.04277	
31.54	715514.5	3544.728	36710.73	72.04278	
31.55	715501.9	3544.686	36723.35	72.0428	
31.56	715489.3	3544.644	36735.97	72.04281	
31.57	715476.8	3544.602	36748.59	72.04283	
31.58	715464.2	3544.56	36761.21	72.04284	
31.59	715451.6	3544.517	36773.83	72.04286	
31.6	715439	3544.474	36786.45	72.04287	
31.61	715426.5	3544.431	36799.07	72.04289	
31.62	715413.9	3544.388	36811.69	72.0429	
31.63	715401.3	3544.344	36824.31	72.04292	
31.64	715388.7	3544.301	36836.93	72.04293	
31.65	715376.2	3544.257	36849.55	72.04295	
31.66	715363.6	3544.213	36862.16	72.04296	
31.67	715351	3544.168	36874.78	72.04297	
31.68	715338.4	3544.124	36887.4	72.04299	
31.69	715325.9	3544.079	36900.02	72.043	
31.7	715313.3	3544.034	36912.64	72.04302	
31.71	715300.7	3543.989	36925.26	72.04303	
31.72	715288.1	3543.943	36937.87	72.04305	
31.73	715275.6	3543.898	36950.49	72.04306	
31.74	715263	3543.852	36963.11	72.04308	
31.75	715250.4	3543.806	36975.73	72.04309	
31.76	715237.9	3543.759	36988.34	72.04311	
31.77	715225.3	3543.713	37000.96	72.04312	
31.78	715212.7	3543.666	37013.58	72.04314	
31.79	715200.1	3543.619	37026.19	72.04315	
31.8	715187.6	3543.572	37038.81	72.04317	
31.81	715175	3543.524	37051.43	72.04318	
31.82	715162.4	3543.477	37064.04	72.0432	
31.83	715149.9	3543.429	37076.66	72.04321	
31.84	715137.3	3543.381	37089.27	72.04322	
31.85	715124.7	3543.332	37101.89	72.04324	
31.86	715112.2	3543.284	37114.51	72.04325	
31.87	715099.6	3543.235	37127.12	72.04327	
31.88	715087	3543.186	37139.74	72.04328	
31.89	715074.5	3543.137	37152.35	72.0433	
31.9	715061.9	3543.088	37164.97	72.04331	
31.91	715049.3	3543.038	37177.58	72.04333	
31.92	715036.8	3542.988	37190.19	72.04334	
31.93	715024.2	3542.938	37202.81	72.04336	
31.94	715011.6	3542.888	37215.42	72.04337	
31.95	714999.1	3542.837	37228.04	72.04339	
31.96	714986.5	3542.786	37240.65	72.0434	
31.97	714974	3542.735	37253.26	72.04342	
31.98	714961.4	3542.684	37265.88	72.04343	
31.99	714948.8	3542.633	37278.49	72.04345	
32	714936.3	3542.581	37291.1	72.04346	
32.01	714923.7	3542.529	37303.72	72.04347	
32.02	714911.2	3542.477	37316.33	72.04349	
32.03	714898.6	3542.425	37328.94	72.0435	
32.04	714886	3542.373	37341.55	72.04352	
32.05	714873.5	3542.32	37354.16	72.04353	
32.06	714860.9	3542.267	37366.78	72.04355	
32.07	714848.4	3542.214	37379.39	72.04356	
32.08	714835.8	3542.16	37392	72.04358	
32.09	714823.2	3542.107	37404.61	72.04359	
32.1	714810.7	3542.053	37417.22	72.04361	
32.11	714798.1	3541.999	37429.83	72.04362	
32.12	714785.6	3541.945	37442.44	72.04364	
32.13	714773	3541.89	37455.05	72.04365	
32.14	714760.5	3541.836	37467.66	72.04367	
32.15	714747.9	3541.781	37480.27	72.04368	
32.16	714735.3	3541.726	37492.88	72.0437	
32.17	714722.8	3541.67	37505.49	72.04371	
32.18	714710.2	3541.615	37518.1	72.04372	
32.19	714697.7	3541.559	37530.71	72.04374	
32.2	714685.1	3541.503	37543.32	72.04375	
32.21	714672.6	3541.447	37555.93	72.04377	
32.22	714660	3541.39	37568.54	72.04378	
32.23	714647.5	3541.333	37581.15	72.0438	
32.24	714634.9	3541.277	37593.76	72.04381	
32.25	714622.4	3541.219	37606.36	72.04383	
32.26	714609.8	3541.162	37618.97	72.04384	
32.27	714597.3	3541.105	37631.58	72.04386	
32.28	714584.7	3541.047	37644.19	72.04387	
32.29	714572.2	3540.989	37656.79	72.04389	
32.3	714559.6	3540.931	37669.4	72.0439	
32.31	714547.1	3540.872	37682.01	72.04392	
32.32	714534.5	3540.814	37694.62	72.04393	
32.33	714522	3540.755	37707.22	72.04394	
32.34	714509.4	3540.696	37719.83	72.04396	
32.35	714496.9	3540.636	37732.43	72.04397	
32.36	714484.3	3540.577	37745.04	72.04399	
32.37	714471.8	3540.517	37757.65	72.044	
32.38	714459.2	3540.457	37770.25	72.04402	
32.39	714446.7	3540.397	37782.86	72.04403	
32.4	714434.2	3540.336	37795.46	72.04405	
32.41	714421.6	3540.276	37808.07	72.04406	
32.42	714409.1	3540.215	37820.67	72.04408	
32.43	714396.5	3540.154	37833.27	72.04409	
32.44	714384	3540.093	37845.88	72.04411	
32.45	714371.4	3540.031	37858.48	72.04412	
32.46	714358.9	3539.969	37871.09	72.04414	
32.47	714346.4	3539.908	37883.69	72.04415	
32.48	714333.8	3539.845	37896.29	72.04417	
32.49	714321.3	3539.783	37908.9	72.04418	
32.5	714308.7	3539.72	37921.5	72.04419	
32.51	714296.2	3539.658	37934.1	72.04421	
32.52	714283.7	3539.595	37946.7	72.04422	
32.53	714271.1	3539.531	37959.31	72.04424	
32.54	714258.6	3539.468	37971.91	72.04425	
32.55	714246	3539.404	37984.51	72.04427	
32.56	714233.5	3539.34	37997.11	72.04428	
32.57	714221	3539.276	38009.71	72.0443	
32.58	714208.4	3539.212	38022.31	72.04431	
32.59	714195.9	3539.147	38034.91	72.04433	
32.6	714183.4	3539.082	38047.51	72.04434	
32.61	714170.8	3539.017	38060.11	72.04436	
32.62	714158.3	3538.952	38072.71	72.04437	
32.63	714145.8	3538.887	38085.31	72.04439	
32.64	714133.2	3538.821	38097.91	72.0444	
32.65	714120.7	3538.755	38110.51	72.04441	
32.66	714108.2	3538.689	38123.11	72.04443	
32.67	714095.6	3538.623	38135.71	72.04444	
32.68	714083.1	3538.556	38148.31	72.04446	
32.69	714070.6	3538.49	38160.91	72.04447	
32.7	714058	3538.423	38173.51	72.04449	
32.71	714045.5	3538.355	38186.1	72.0445	
32.72	714033	3538.288	38198.7	72.04452	
32.73	714020.4	3538.22	38211.3	72.04453	
32.74	714007.9	3538.153	38223.9	72.04455	
32.75	713995.4	3538.084	38236.49	72.04456	
32.76	713982.8	3538.016	38249.09	72.04458	
32.77	713970.3	3537.948	38261.69	72.04459	
32.78	713957.8	3537.879	38274.28	72.04461	
32.79	713945.3	3537.81	38286.88	72.04462	
32.8	713932.7	3537.741	38299.47	72.04464	
32.81	713920.2	3537.672	38312.07	72.04465	
32.82	713907.7	3537.602	38324.67	72.04466	
32.83	713895.2	3537.532	38337.26	72.04468	
32.84	713882.6	3537.462	38349.86	72.04469	
32.85	713870.1	3537.392	38362.45	72.04471	
32.86	713857.6	3537.321	38375.04	72.04472	
32.87	713845.1	3537.251	38387.64	72.04474	
32.88	713832.5	3537.18	38400.23	72.04475	
32.89	713820	3537.109	38412.83	72.04477	
32.9	713807.5	3537.037	38425.42	72.04478	
32.91	713795	3536.966	38438.01	72.0448	
32.92	713782.5	3536.894	38450.6	72.04481	
32.93	713769.9	3536.822	38463.2	72.04483	
32.94	713757.4	3536.75	38475.79	72.04484	
32.95	713744.9	3536.677	38488.38	72.04486	
32.96	713732.4	3536.605	38500.97	72.04487	
32.97	713719.9	3536.532	38513.56	72.04488	
32.98	713707.3	3536.459	38526.15	72.0449	
32.99	713694.8	3536.385	38538.75	72.04491	
33	713682.3	3536.312	38551.34	72.04493	
33.01	713669.8	3536.238	38563.93	72.04494	
33.02	713657.3	3536.164	38576.52	72.04496	
33.03	713644.8	3536.09	38589.11	72.04497	
33.04	713632.2	3536.016	38601.7	72.04499	
33.05	713619.7	3535.941	38614.29	72.045	
33.06	713607.2	3535.866	38626.87	72.04502	
33.07	713594.7	3535.791	38639.46	72.04503	
33.08	713582.2	3535.716	38652.05	72.04505	
33.09	713569.7	3535.64	38664.64	72.04506	
33.1	713557.2	3535.565	38677.23	72.04508	
33.11	713544.6	3535.489	38689.82	72.04509	
33.12	713532.1	3535.413	38702.4	72.0451	
33.13	713519.6	3535.336	38714.99	72.04512	
33.14	713507.1	3535.26	38727.58	72.04513	
33.15	713494.6	3535.183	38740.16	72.04515	
33.16	713482.1	3535.106	38752.75	72.04516	
33.17	713469.6	3535.029	38765.34	72.04518	
33.18	713457.1	3534.951	38777.92	72.04519	
33.19	713444.6	3534.874	38790.51	72.04521	
33.2	713432.1	3534.796	38803.09	72.04522	
33.21	713419.6	3534.718	38815.68	72.04524	
33.22	713407.1	3534.639	38828.26	72.04525	
33.23	713394.5	3534.561	38840.85	72.04527	
33.24	713382	3534.482	38853.43	72.04528	
33.25	713369.5	3534.403	38866.02	72.0453	
33.26	713357	3534.324	38878.6	72.04531	
33.27	713344.5	3534.245	38891.18	72.04532	
33.28	713332	3534.165	38903.77	72.04534	
33.29	713319.5	3534.085	38916.35	72.04535	
33.3	713307	3534.005	38928.93	72.04537	
33.31	713294.5	3533.925	38941.51	72.04538	
33.32	713282	3533.844	38954.09	72.0454	
33.33	713269.5	3533.764	38966.68	72.04541	
33.34	713257	3533.683	38979.26	72.04543	
33.35	713244.5	3533.602	38991.84	72.04544	
33.36	713232	3533.52	39004.42	72.04546	
33.37	713219.5	3533.439	39017	72.04547	
33.38	713207	3533.357	39029.58	72.04549	
33.39	713194.5	3533.275	39042.16	72.0455	
33.4	713182	3533.193	39054.74	72.04552	
33.41	713169.5	3533.11	39067.32	72.04553	
33.42	713157	3533.028	39079.9	72.04554	
33.43	713144.5	3532.945	39092.48	72.04556	
33.44	713132	3532.862	39105.06	72.04557	
33.45	713119.5	3532.778	39117.63	72.04559	
33.46	713107	3532.695	39130.21	72.0456	
33.47	713094.6	3532.611	39142.79	72.04562	
33.48	713082.1	3532.527	39155.37	72.04563	
33.49	713069.6	3532.443	39167.94	72.04565	
33.5	713057.1	3532.359	39180.52	72.04566	
33.51	713044.6	3532.274	39193.1	72.04568	
33.52	713032.1	3532.189	39205.67	72.04569	
33.53	713019.6	3532.104	39218.25	72.04571	
33.54	713007.1	3532.019	39230.82	72.04572	
33.55	712994.6	3531.933	39243.4	72.04574	
33.56	712982.1	3531.848	39255.97	72.04575	
33.57	712969.6	3531.762	39268.55	72.04576	
33.58	712957.2	3531.676	39281.12	72.04578	
33.59	712944.7	3531.589	39293.69	72.04579	
33.6	712932.2	3531.503	39306.27	72.04581	
33.61	712919.7	3531.416	39318.84	72.04582	
33.62	712907.2	3531.329	39331.41	72.04584	
33.63	712894.7	3531.242	39343.99	72.04585	
33.64	712882.2	3531.154	39356.56	72.04587	
33.65	712869.8	3531.067	39369.13	72.04588	
33.66	712857.3	3530.979	39381.7	72.0459	
33.67	712844.8	3530.891	39394.27	72.04591	
33.68	712832.3	3530.802	39406.85	72.04593	
33.69	712819.8	3530.714	39419.42	72.04594	
33.7	712807.3	3530.625	39431.99	72.04595	
33.71	712794.9	3530.536	39444.56	72.04597	
33.72	712782.4	3530.447	39457.13	72.04598	
33.73	712769.9	3530.358	39469.7	72.046	
33.74	712757.4	3530.268	39482.27	72.04601	
33.75	712744.9	3530.178	39494.83	72.04603	
33.76	712732.5	3530.088	39507.4	72.04604	
33.77	712720	3529.998	39519.97	72.04606	
33.78	712707.5	3529.908	39532.54	72.04607	
33.79	712695	3529.817	39545.11	72.04609	
33.8	712682.6	3529.726	39557.67	72.0461	
33.81	712670.1	3529.635	39570.24	72.04612	
33.82	712657.6	3529.544	39582.81	72.04613	
33.83	712645.1	3529.452	39595.37	72.04615	
33.84	712632.7	3529.36	39607.94	72.04616	
33.85	712620.2	3529.268	39620.51	72.04617	
33.86	712607.7	3529.176	39633.07	72.04619	
33.87	712595.2	3529.084	39645.64	72.0462	
33.88	712582.8	3528.991	39658.2	72.04622	
33.89	712570.3	3528.898	39670.76	72.04623	
33.9	712557.8	3528.805	39683.33	72.04625	
33.91	712545.3	3528.712	39695.89	72.04626	
33.92	712532.9	3528.619	39708.46	72.04628	
33.93	712520.4	3528.525	39721.02	72.04629	
33.94	712507.9	3528.431	39733.58	72.04631	
33.95	712495.5	3528.337	39746.14	72.04632	
33.96	712483	3528.243	39758.71	72.04634	
33.97	712470.5	3528.148	39771.27	72.04635	
33.98	712458.1	3528.053	39783.83	72.04636	
33.99	712445.6	3527.958	39796.39	72.04638	
34	712433.1	3527.863	39808.95	72.04639	
34.01	712420.7	3527.768	39821.51	72.04641	
34.02	712408.2	3527.672	39834.07	72.04642	
34.03	712395.7	3527.576	39846.63	72.04644	
34.04	712383.3	3527.48	39859.19	72.04645	
34.05	712370.8	3527.384	39871.75	72.04647	
34.06	712358.4	3527.287	39884.31	72.04648	
34.07	712345.9	3527.191	39896.86	72.0465	
34.08	712333.4	3527.094	39909.42	72.04651	
34.09	712321	3526.997	39921.98	72.04653	
34.1	712308.5	3526.899	39934.54	72.04654	
34.11	712296.1	3526.802	39947.09	72.04656	
34.12	712283.6	3526.704	39959.65	72.04657	
34.13	712271.1	3526.606	39972.21	72.04658	
34.14	712258.7	3526.508	39984.76	72.0466	
34.15	712246.2	3526.409	39997.32	72.04661	
34.16	712233.8	3526.311	40009.87	72.04663	
34.17	712221.3	3526.212	40022.43	72.04664	
34.18	712208.9	3526.113	40034.98	72.04666	
34.19	712196.4	3526.013	40047.54	72.04667	
34.2	712183.9	3525.914	40060.09	72.04669	
34.21	712171.5	3525.814	40072.64	72.0467	
34.22	712159	3525.714	40085.2	72.04672	
34.23	712146.6	3525.614	40097.75	72.04673	
34.24	712134.1	3525.514	40110.3	72.04675	
34.25	712121.7	3525.413	40122.85	72.04676	
34.26	712109.2	3525.312	40135.4	72.04677	
34.27	712096.8	3525.211	40147.96	72.04679	
34.28	712084.3	3525.11	40160.51	72.0468	
34.29	712071.9	3525.009	40173.06	72.04682	
34.3	712059.4	3524.907	40185.61	72.04683	
34.31	712047	3524.805	40198.16	72.04685	
34.32	712034.5	3524.703	40210.71	72.04686	
34.33	712022.1	3524.601	40223.26	72.04688	
34.34	712009.7	3524.498	40235.8	72.04689	
34.35	711997.2	3524.396	40248.35	72.04691	
34.36	711984.8	3524.293	40260.9	72.04692	
34.37	711972.3	3524.189	40273.45	72.04694	
34.38	711959.9	3524.086	40285.99	72.04695	
34.39	711947.4	3523.982	40298.54	72.04696	
34.4	711935	3523.879	40311.09	72.04698	
34.41	711922.5	3523.775	40323.63	72.04699	
34.42	711910.1	3523.67	40336.18	72.04701	
34.43	711897.7	3523.566	40348.73	72.04702	
34.44	711885.2	3523.461	40361.27	72.04704	
34.45	711872.8	3523.356	40373.81	72.04705	
34.46	711860.3	3523.251	40386.36	72.04707	
34.47	711847.9	3523.146	40398.9	72.04708	
34.48	711835.5	3523.041	40411.45	72.0471	
34.49	711823	3522.935	40423.99	72.04711	
34.5	711810.6	3522.829	40436.53	72.04713	
34.51	711798.2	3522.723	40449.07	72.04714	
34.52	711785.7	3522.616	40461.62	72.04715	
34.53	711773.3	3522.51	40474.16	72.04717	
34.54	711760.9	3522.403	40486.7	72.04718	
34.55	711748.4	3522.296	40499.24	72.0472	
34.56	711736	3522.189	40511.78	72.04721	
34.57	711723.6	3522.081	40524.32	72.04723	
34.58	711711.1	3521.974	40536.86	72.04724	
34.59	711698.7	3521.866	40549.4	72.04726	
34.6	711686.3	3521.758	40561.94	72.04727	
34.61	711673.8	3521.649	40574.48	72.04729	
34.62	711661.4	3521.541	40587.01	72.0473	
34.63	711649	3521.432	40599.55	72.04732	
34.64	711636.5	3521.323	40612.09	72.04733	
34.65	711624.1	3521.214	40624.63	72.04734	
34.66	711611.7	3521.105	40637.16	72.04736	
34.67	711599.3	3520.995	40649.7	72.04737	
34.68	711586.8	3520.885	40662.24	72.04739	
34.69	711574.4	3520.775	40674.77	72.0474	
34.7	711562	3520.665	40687.31	72.04742	
34.71	711549.6	3520.555	40699.84	72.04743	
34.72	711537.1	3520.444	40712.37	72.04745	
34.73	711524.7	3520.333	40724.91	72.04746	
34.74	711512.3	3520.222	40737.44	72.04748	
34.75	711499.9	3520.111	40749.98	72.04749	
34.76	711487.4	3519.999	40762.51	72.04751	
34.77	711475	3519.888	40775.04	72.04752	
34.78	711462.6	3519.776	40787.57	72.04753	
34.79	711450.2	3519.664	40800.1	72.04755	
34.8	711437.8	3519.551	40812.63	72.04756	
34.81	711425.3	3519.439	40825.16	72.04758	
34.82	711412.9	3519.326	40837.7	72.04759	
34.83	711400.5	3519.213	40850.23	72.04761	
34.84	711388.1	3519.1	40862.75	72.04762	
34.85	711375.7	3518.986	40875.28	72.04764	
34.86	711363.3	3518.873	40887.81	72.04765	
34.87	711350.9	3518.759	40900.34	72.04767	
34.88	711338.4	3518.645	40912.87	72.04768	
34.89	711326	3518.53	40925.4	72.0477	
34.9	711313.6	3518.416	40937.92	72.04771	
34.91	711301.2	3518.301	40950.45	72.04772	
34.92	711288.8	3518.186	40962.98	72.04774	
34.93	711276.4	3518.071	40975.5	72.04775	
34.94	711264	3517.956	40988.03	72.04777	
34.95	711251.6	3517.84	41000.55	72.04778	
34.96	711239.2	3517.725	41013.08	72.0478	
34.97	711226.7	3517.609	41025.6	72.04781	
34.98	711214.3	3517.492	41038.12	72.04783	
34.99	711201.9	3517.376	41050.65	72.04784	
35	711189.5	3517.259	41063.17	72.04786	
35.01	711177.1	3517.143	41075.69	72.04787	
35.02	711164.7	3517.026	41088.21	72.04789	
35.03	711152.3	3516.908	41100.74	72.0479	
35.04	711139.9	3516.791	41113.26	72.04791	
35.05	711127.5	3516.673	41125.78	72.04793	
35.06	711115.1	3516.555	41138.3	72.04794	
35.07	711102.7	3516.437	41150.82	72.04796	
35.08	711090.3	3516.319	41163.34	72.04797	
35.09	711077.9	3516.2	41175.86	72.04799	
35.1	711065.5	3516.082	41188.38	72.048	
35.11	711053.1	3515.963	41200.89	72.04802	
35.12	711040.7	3515.844	41213.41	72.04803	
35.13	711028.3	3515.724	41225.93	72.04805	
35.14	711015.9	3515.605	41238.45	72.04806	
35.15	711003.5	3515.485	41250.96	72.04807	
35.16	710991.1	3515.365	41263.48	72.04809	
35.17	710978.7	3515.245	41276	72.0481	
35.18	710966.3	3515.124	41288.51	72.04812	
35.19	710953.9	3515.004	41301.03	72.04813	
35.2	710941.5	3514.883	41313.54	72.04815	
35.21	710929.1	3514.762	41326.05	72.04816	
35.22	710916.7	3514.64	41338.57	72.04818	
35.23	710904.4	3514.519	41351.08	72.04819	
35.24	710892	3514.397	41363.59	72.04821	
35.25	710879.6	3514.275	41376.11	72.04822	
35.26	710867.2	3514.153	41388.62	72.04824	
35.27	710854.8	3514.031	41401.13	72.04825	
35.28	710842.4	3513.908	41413.64	72.04826	
35.29	710830	3513.786	41426.15	72.04828	
35.3	710817.6	3513.663	41438.66	72.04829	
35.31	710805.2	3513.539	41451.17	72.04831	
35.32	710792.9	3513.416	41463.68	72.04832	
35.33	710780.5	3513.292	41476.19	72.04834	
35.34	710768.1	3513.169	41488.7	72.04835	
35.35	710755.7	3513.045	41501.2	72.04837	
35.36	710743.3	3512.92	41513.71	72.04838	
35.37	710730.9	3512.796	41526.22	72.0484	
35.38	710718.6	3512.671	41538.73	72.04841	
35.39	710706.2	3512.546	41551.23	72.04842	
35.4	710693.8	3512.421	41563.74	72.04844	
35.41	710681.4	3512.296	41576.24	72.04845	
35.42	710669	3512.17	41588.75	72.04847	
35.43	710656.7	3512.045	41601.25	72.04848	
35.44	710644.3	3511.919	41613.76	72.0485	
35.45	710631.9	3511.793	41626.26	72.04851	
35.46	710619.5	3511.666	41638.76	72.04853	
35.47	710607.1	3511.54	41651.26	72.04854	
35.48	710594.8	3511.413	41663.77	72.04856	
35.49	710582.4	3511.286	41676.27	72.04857	
35.5	710570	3511.159	41688.77	72.04859	
35.51	710557.6	3511.031	41701.27	72.0486	
35.52	710545.3	3510.904	41713.77	72.04861	
35.53	710532.9	3510.776	41726.27	72.04863	
35.54	710520.5	3510.648	41738.77	72.04864	
35.55	710508.2	3510.52	41751.27	72.04866	
35.56	710495.8	3510.391	41763.77	72.04867	
35.57	710483.4	3510.262	41776.27	72.04869	
35.58	710471.1	3510.134	41788.76	72.0487	
35.59	710458.7	3510.005	41801.26	72.04872	
35.6	710446.3	3509.875	41813.76	72.04873	
35.61	710434	3509.746	41826.25	72.04875	
35.62	710421.6	3509.616	41838.75	72.04876	
35.63	710409.2	3509.486	41851.24	72.04877	
35.64	710396.9	3509.356	41863.74	72.04879	
35.65	710384.5	3509.226	41876.23	72.0488	
35.66	710372.1	3509.095	41888.73	72.04882	
35.67	710359.8	3508.964	41901.22	72.04883	
35.68	710347.4	3508.833	41913.71	72.04885	
35.69	710335	3508.702	41926.21	72.04886	
35.7	710322.7	3508.571	41938.7	72.04888	
35.71	710310.3	3508.439	41951.19	72.04889	
35.72	710298	3508.307	41963.68	72.04891	
35.73	710285.6	3508.175	41976.17	72.04892	
35.74	710273.2	3508.043	41988.66	72.04893	
35.75	710260.9	3507.91	42001.15	72.04895	
35.76	710248.5	3507.778	42013.64	72.04896	
35.77	710236.2	3507.645	42026.13	72.04898	
35.78	710223.8	3507.512	42038.62	72.04899	
35.79	710211.5	3507.379	42051.1	72.04901	
35.8	710199.1	3507.245	42063.59	72.04902	
35.81	710186.8	3507.111	42076.08	72.04904	
35.82	710174.4	3506.977	42088.56	72.04905	
35.83	710162.1	3506.843	42101.05	72.04907	
35.84	710149.7	3506.709	42113.54	72.04908	
35.85	710137.4	3506.574	42126.02	72.04909	
35.86	710125	3506.44	42138.51	72.04911	
35.87	710112.7	3506.305	42150.99	72.04912	
35.88	710100.3	3506.169	42163.47	72.04914	
35.89	710088	3506.034	42175.96	72.04915	
35.9	710075.6	3505.898	42188.44	72.04917	
35.91	710063.3	3505.763	42200.92	72.04918	
35.92	710050.9	3505.627	42213.4	72.0492	
35.93	710038.6	3505.49	42225.88	72.04921	
35.94	710026.2	3505.354	42238.36	72.04923	
35.95	710013.9	3505.217	42250.84	72.04924	
35.96	710001.5	3505.08	42263.32	72.04925	
35.97	709989.2	3504.943	42275.8	72.04927	
35.98	709976.9	3504.806	42288.28	72.04928	
35.99	709964.5	3504.669	42300.76	72.0493	
36	709952.2	3504.531	42313.24	72.04931	
36.01	709939.8	3504.393	42325.71	72.04933	
36.02	709927.5	3504.255	42338.19	72.04934	
36.03	709915.2	3504.117	42350.67	72.04936	
36.04	709902.8	3503.978	42363.14	72.04937	
36.05	709890.5	3503.839	42375.62	72.04939	
36.06	709878.2	3503.7	42388.09	72.0494	
36.07	709865.8	3503.561	42400.57	72.04941	
36.08	709853.5	3503.422	42413.04	72.04943	
36.09	709841.2	3503.282	42425.51	72.04944	
36.1	709828.8	3503.142	42437.99	72.04946	
36.11	709816.5	3503.002	42450.46	72.04947	
36.12	709804.2	3502.862	42462.93	72.04949	
36.13	709791.8	3502.722	42475.4	72.0495	
36.14	709779.5	3502.581	42487.87	72.04952	
36.15	709767.2	3502.44	42500.34	72.04953	
36.16	709754.8	3502.299	42512.81	72.04955	
36.17	709742.5	3502.158	42525.28	72.04956	
36.18	709730.2	3502.017	42537.75	72.04957	
36.19	709717.9	3501.875	42550.22	72.04959	
36.2	709705.5	3501.733	42562.68	72.0496	
36.21	709693.2	3501.591	42575.15	72.04962	
36.22	709680.9	3501.449	42587.62	72.04963	
36.23	709668.6	3501.306	42600.08	72.04965	
36.24	709656.2	3501.164	42612.55	72.04966	
36.25	709643.9	3501.021	42625.02	72.04968	
36.26	709631.6	3500.878	42637.48	72.04969	
36.27	709619.3	3500.734	42649.94	72.04971	
36.28	709607	3500.591	42662.41	72.04972	
36.29	709594.6	3500.447	42674.87	72.04973	
36.3	709582.3	3500.303	42687.33	72.04975	
36.31	709570	3500.159	42699.8	72.04976	
36.32	709557.7	3500.015	42712.26	72.04978	
36.33	709545.4	3499.87	42724.72	72.04979	
36.34	709533	3499.725	42737.18	72.04981	
36.35	709520.7	3499.58	42749.64	72.04982	
36.36	709508.4	3499.435	42762.1	72.04984	
36.37	709496.1	3499.29	42774.56	72.04985	
36.38	709483.8	3499.144	42787.02	72.04986	
36.39	709471.5	3498.998	42799.47	72.04988	
36.4	709459.2	3498.852	42811.93	72.04989	
36.41	709446.9	3498.706	42824.39	72.04991	
36.42	709434.5	3498.559	42836.84	72.04992	
36.43	709422.2	3498.413	42849.3	72.04994	
36.44	709409.9	3498.266	42861.76	72.04995	
36.45	709397.6	3498.119	42874.21	72.04997	
36.46	709385.3	3497.972	42886.66	72.04998	
36.47	709373	3497.824	42899.12	72.05	
36.48	709360.7	3497.676	42911.57	72.05001	
36.49	709348.4	3497.529	42924.02	72.05002	
36.5	709336.1	3497.38	42936.48	72.05004	
36.51	709323.8	3497.232	42948.93	72.05005	
36.52	709311.5	3497.084	42961.38	72.05007	
36.53	709299.2	3496.935	42973.83	72.05008	
36.54	709286.9	3496.786	42986.28	72.0501	
36.55	709274.6	3496.637	42998.73	72.05011	
36.56	709262.3	3496.487	43011.18	72.05013	
36.57	709250	3496.338	43023.63	72.05014	
36.58	709237.7	3496.188	43036.07	72.05016	
36.59	709225.4	3496.038	43048.52	72.05017	
36.6	709213.1	3495.888	43060.97	72.05018	
36.61	709200.8	3495.738	43073.42	72.0502	
36.62	709188.5	3495.587	43085.86	72.05021	
36.63	709176.2	3495.436	43098.31	72.05023	
36.64	709163.9	3495.285	43110.75	72.05024	
36.65	709151.6	3495.134	43123.2	72.05026	
36.66	709139.3	3494.983	43135.64	72.05027	
36.67	709127	3494.831	43148.08	72.05029	
36.68	709114.7	3494.679	43160.52	72.0503	
36.69	709102.5	3494.527	43172.97	72.05031	
36.7	709090.2	3494.375	43185.41	72.05033	
36.71	709077.9	3494.223	43197.85	72.05034	
36.72	709065.6	3494.07	43210.29	72.05036	
36.73	709053.3	3493.917	43222.73	72.05037	
36.74	709041	3493.764	43235.17	72.05039	
36.75	709028.7	3493.611	43247.61	72.0504	
36.76	709016.4	3493.457	43260.05	72.05042	
36.77	709004.2	3493.304	43272.48	72.05043	
36.78	708991.9	3493.15	43284.92	72.05045	
36.79	708979.6	3492.996	43297.36	72.05046	
36.8	708967.3	3492.841	43309.79	72.05047	
36.81	708955	3492.687	43322.23	72.05049	
36.82	708942.8	3492.532	43334.66	72.0505	
36.83	708930.5	3492.377	43347.1	72.05052	
36.84	708918.2	3492.222	43359.53	72.05053	
36.85	708905.9	3492.067	43371.97	72.05055	
36.86	708893.6	3491.911	43384.4	72.05056	
36.87	708881.4	3491.755	43396.83	72.05058	
36.88	708869.1	3491.599	43409.26	72.05059	
36.89	708856.8	3491.443	43421.69	72.0506	
36.9	708844.5	3491.287	43434.12	72.05062	
36.91	708832.3	3491.13	43446.55	72.05063	
36.92	708820	3490.974	43458.98	72.05065	
36.93	708807.7	3490.817	43471.41	72.05066	
36.94	708795.5	3490.66	43483.84	72.05068	
36.95	708783.2	3490.502	43496.27	72.05069	
36.96	708770.9	3490.345	43508.69	72.05071	
36.97	708758.6	3490.187	43521.12	72.05072	
