--time	Susceptibles	Exposed	Infected	Recovered	Deaths	
11.01	698678.6	38201.4	3909.493	14980.55	72.00117	
11.02	698546	38286.1	3918.685	15019.16	72.00117	
11.03	698413.3	38370.97	3927.896	15057.86	72.00117	
11.04	698280.2	38456	3937.127	15096.65	72.00118	
11.05	698146.9	38541.19	3946.377	15135.52	72.00118	
11.06	698013.3	38626.54	3955.647	15174.48	72.00118	
11.07	697879.5	38712.06	3964.936	15213.53	72.00119	
11.08	697745.4	38797.74	3974.244	15252.67	72.00119	
11.09	697611	38883.58	3983.572	15291.89	72.00119	
11.1	697476.3	38969.59	3992.92	15331.2	72.0012	
11.11	697341.4	39055.76	4002.287	15370.6	72.0012	
11.12	697206.1	39142.1	4011.674	15410.09	72.0012	
11.13	697070.7	39228.6	4021.08	15449.66	72.00121	
11.14	696934.9	39315.27	4030.506	15489.32	72.00121	
11.15	696798.9	39402.1	4039.952	15529.08	72.00121	
11.16	696662.6	39489.09	4049.418	15568.92	72.00122	
11.17	696526	39576.25	4058.903	15608.85	72.00122	
11.18	696389.1	39663.58	4068.409	15648.87	72.00122	
11.19	696252	39751.07	4077.934	15688.98	72.00123	
11.2	696114.6	39838.73	4087.479	15729.18	72.00123	
11.21	695976.9	39926.56	4097.044	15769.46	72.00123	
11.22	695839	40014.55	4106.629	15809.84	72.00124	
11.23	695700.8	40102.7	4116.234	15850.31	72.00124	
11.24	695562.2	40191.03	4125.859	15890.87	72.00125	
11.25	695423.5	40279.52	4135.504	15931.52	72.00125	
11.26	695284.4	40368.17	4145.169	15972.26	72.00125	
11.27	695145.1	40457	4154.855	16013.09	72.00126	
11.28	695005.4	40545.99	4164.56	16054.01	72.00126	
11.29	694865.5	40635.15	4174.286	16095.02	72.00126	
11.3	694725.4	40724.48	4184.032	16136.13	72.00127	
11.31	694584.9	40813.97	4193.798	16177.32	72.00127	
11.32	694444.2	40903.64	4203.585	16218.61	72.00127	
11.33	694303.2	40993.47	4213.392	16259.99	72.00128	
11.34	694161.9	41083.47	4223.219	16301.46	72.00128	
11.35	694020.3	41173.64	4233.067	16343.02	72.00128	
11.36	693878.4	41263.98	4242.935	16384.67	72.00129	
11.37	693736.3	41354.49	4252.824	16426.42	72.00129	
11.38	693593.8	41445.16	4262.733	16468.26	72.00129	
11.39	693451.1	41536.01	4272.663	16510.2	72.0013	
11.4	693308.1	41627.02	4282.613	16552.22	72.0013	
11.41	693164.9	41718.21	4292.584	16594.34	72.0013	
11.42	693021.3	41809.56	4302.576	16636.56	72.00131	
11.43	692877.5	41901.09	4312.588	16678.86	72.00131	
11.44	692733.3	41992.79	4322.621	16721.26	72.00132	
11.45	692588.9	42084.65	4332.675	16763.76	72.00132	
11.46	692444.2	42176.69	4342.749	16806.35	72.00132	
11.47	692299.2	42268.9	4352.845	16849.03	72.00133	
11.48	692154	42361.28	4362.961	16891.81	72.00133	
11.49	692008.4	42453.83	4373.098	16934.68	72.00133	
11.5	691862.5	42546.55	4383.256	16977.65	72.00134	
11.51	691716.4	42639.44	4393.436	17020.71	72.00134	
11.52	691570	42732.51	4403.636	17063.87	72.00134	
11.53	691423.3	42825.75	4413.857	17107.12	72.00135	
11.54	691276.3	42919.16	4424.099	17150.47	72.00135	
11.55	691129	43012.74	4434.362	17193.91	72.00136	
11.56	690981.4	43106.49	4444.647	17237.45	72.00136	
11.57	690833.5	43200.42	4454.952	17281.09	72.00136	
11.58	690685.4	43294.52	4465.279	17324.82	72.00137	
11.59	690536.9	43388.79	4475.627	17368.65	72.00137	
11.6	690388.2	43483.24	4485.996	17412.58	72.00137	
11.61	690239.2	43577.86	4496.387	17456.6	72.00138	
11.62	690089.8	43672.65	4506.799	17500.72	72.00138	
11.63	689940.2	43767.62	4517.232	17544.93	72.00138	
11.64	689790.3	43862.76	4527.687	17589.25	72.00139	
11.65	689640.1	43958.07	4538.163	17633.66	72.00139	
11.66	689489.6	44053.56	4548.661	17678.17	72.0014	
11.67	689338.8	44149.23	4559.18	17722.78	72.0014	
11.68	689187.7	44245.07	4569.721	17767.48	72.0014	
11.69	689036.3	44341.08	4580.284	17812.29	72.00141	
11.7	688884.7	44437.27	4590.868	17857.19	72.00141	
11.71	688732.7	44533.63	4601.473	17902.19	72.00142	
11.72	688580.4	44630.17	4612.101	17947.29	72.00142	
11.73	688427.9	44726.88	4622.75	17992.49	72.00142	
11.74	688275	44823.77	4633.421	18037.79	72.00143	
11.75	688121.9	44920.84	4644.113	18083.19	72.00143	
11.76	687968.4	45018.08	4654.828	18128.68	72.00143	
11.77	687814.7	45115.5	4665.564	18174.28	72.00144	
11.78	687660.6	45213.09	4676.322	18219.98	72.00144	
11.79	687506.3	45310.86	4687.102	18265.77	72.00145	
11.8	687351.6	45408.81	4697.904	18311.67	72.00145	
11.81	687196.7	45506.93	4708.729	18357.67	72.00145	
11.82	687041.4	45605.23	4719.575	18403.77	72.00146	
11.83	686885.9	45703.71	4730.443	18449.97	72.00146	
11.84	686730	45802.37	4741.333	18496.27	72.00147	
11.85	686573.9	45901.2	4752.246	18542.67	72.00147	
11.86	686417.4	46000.21	4763.181	18589.18	72.00147	
11.87	686260.7	46099.4	4774.137	18635.78	72.00148	
11.88	686103.6	46198.76	4785.117	18682.49	72.00148	
11.89	685946.3	46298.31	4796.118	18729.3	72.00149	
11.9	685788.6	46398.03	4807.142	18776.21	72.00149	
11.91	685630.7	46497.93	4818.188	18823.22	72.00149	
11.92	685472.4	46598.01	4829.256	18870.34	72.0015	
11.93	685313.8	46698.27	4840.347	18917.56	72.0015	
11.94	685155	46798.71	4851.461	18964.88	72.00151	
11.95	684995.8	46899.32	4862.596	19012.31	72.00151	
11.96	684836.3	47000.12	4873.755	19059.83	72.00151	
11.97	684676.5	47101.09	4884.936	19107.47	72.00152	
11.98	684516.4	47202.24	4896.139	19155.2	72.00152	
11.99	684356	47303.58	4907.365	19203.04	72.00153	
12	684195.3	47405.09	4918.614	19250.99	72.00153	
12.01	684034.3	47506.78	4929.886	19299.04	72.00153	
12.02	683873	47608.66	4941.18	19347.19	72.00154	
12.03	683711.3	47710.71	4952.497	19395.45	72.00154	
12.04	683549.4	47812.94	4963.837	19443.81	72.00155	
12.05	683387.2	47915.36	4975.199	19492.28	72.00155	
12.06	683224.6	48017.95	4986.585	19540.85	72.00155	
12.07	683061.7	48120.73	4997.993	19589.53	72.00156	
12.08	682898.6	48223.69	5009.425	19638.31	72.00156	
12.09	682735.1	48326.83	5020.879	19687.2	72.00157	
12.1	682571.3	48430.15	5032.356	19736.2	72.00157	
12.11	682407.2	48533.65	5043.857	19785.3	72.00158	
12.12	682242.8	48637.33	5055.38	19834.51	72.00158	
12.13	682078.1	48741.19	5066.927	19883.82	72.00158	
12.14	681913	48845.24	5078.496	19933.24	72.00159	
12.15	681747.7	48949.47	5090.089	19982.77	72.00159	
12.16	681582	49053.88	5101.705	20032.41	72.0016	
12.17	681416	49158.47	5113.345	20082.15	72.0016	
12.18	681249.7	49263.24	5125.007	20132	72.0016	
12.19	681083.1	49368.2	5136.693	20181.96	72.00161	
12.2	680916.2	49473.34	5148.403	20232.03	72.00161	
12.21	680749	49578.66	5160.135	20282.2	72.00162	
12.22	680581.5	49684.17	5171.892	20332.49	72.00162	
12.23	680413.6	49789.86	5183.671	20382.88	72.00163	
12.24	680245.4	49895.73	5195.474	20433.38	72.00163	
12.25	680076.9	50001.79	5207.301	20483.99	72.00163	
12.26	679908.1	50108.03	5219.151	20534.71	72.00164	
12.27	679739	50214.45	5231.025	20585.53	72.00164	
12.28	679569.5	50321.06	5242.922	20636.47	72.00165	
12.29	679399.8	50427.85	5254.844	20687.52	72.00165	
12.3	679229.7	50534.82	5266.788	20738.67	72.00166	
12.31	679059.3	50641.98	5278.757	20789.94	72.00166	
12.32	678888.6	50749.32	5290.749	20841.32	72.00167	
12.33	678717.6	50856.85	5302.765	20892.81	72.00167	
12.34	678546.2	50964.56	5314.805	20944.4	72.00167	
12.35	678374.6	51072.46	5326.869	20996.11	72.00168	
12.36	678202.6	51180.54	5338.957	21047.93	72.00168	
12.37	678030.3	51288.81	5351.069	21099.87	72.00169	
12.38	677857.6	51397.26	5363.204	21151.91	72.00169	
12.39	677684.7	51505.9	5375.364	21204.06	72.0017	
12.4	677511.4	51614.72	5387.548	21256.33	72.0017	
12.41	677337.8	51723.72	5399.755	21308.71	72.00171	
12.42	677163.9	51832.92	5411.987	21361.2	72.00171	
12.43	676989.7	51942.3	5424.243	21413.8	72.00171	
12.44	676815.1	52051.86	5436.524	21466.52	72.00172	
12.45	676640.2	52161.61	5448.828	21519.35	72.00172	
12.46	676465	52271.55	5461.157	21572.29	72.00173	
12.47	676289.5	52381.67	5473.51	21625.35	72.00173	
12.48	676113.6	52491.98	5485.887	21678.51	72.00174	
12.49	675937.4	52602.47	5498.289	21731.8	72.00174	
12.5	675760.9	52713.16	5510.715	21785.19	72.00175	
12.51	675584.1	52824.02	5523.165	21838.7	72.00175	
12.52	675407	52935.08	5535.64	21892.33	72.00176	
12.53	675229.5	53046.32	5548.14	21946.07	72.00176	
12.54	675051.7	53157.75	5560.664	21999.92	72.00176	
12.55	674873.5	53269.37	5573.212	22053.89	72.00177	
12.56	674695.1	53381.17	5585.785	22107.97	72.00177	
12.57	674516.3	53493.16	5598.383	22162.17	72.00178	
12.58	674337.2	53605.34	5611.005	22216.48	72.00178	
12.59	674157.7	53717.7	5623.652	22270.91	72.00179	
12.6	673978	53830.25	5636.324	22325.46	72.00179	
12.61	673797.9	53942.99	5649.021	22380.12	72.0018	
12.62	673617.4	54055.92	5661.742	22434.9	72.0018	
12.63	673436.7	54169.04	5674.489	22489.79	72.00181	
12.64	673255.6	54282.34	5687.26	22544.8	72.00181	
12.65	673074.2	54395.83	5700.056	22599.93	72.00182	
12.66	672892.4	54509.51	5712.877	22655.18	72.00182	
12.67	672710.4	54623.38	5725.722	22710.54	72.00183	
12.68	672527.9	54737.44	5738.593	22766.02	72.00183	
12.69	672345.2	54851.69	5751.489	22821.62	72.00183	
12.7	672162.1	54966.12	5764.41	22877.33	72.00184	
12.71	671978.7	55080.74	5777.356	22933.16	72.00184	
12.72	671795	55195.55	5790.328	22989.12	72.00185	
12.73	671610.9	55310.55	5803.324	23045.19	72.00185	
12.74	671426.5	55425.74	5816.346	23101.37	72.00186	
12.75	671241.8	55541.12	5829.392	23157.68	72.00186	
12.76	671056.7	55656.69	5842.465	23214.11	72.00187	
12.77	670871.3	55772.45	5855.562	23270.65	72.00187	
12.78	670685.6	55888.39	5868.685	23327.32	72.00188	
12.79	670499.5	56004.53	5881.833	23384.1	72.00188	
12.8	670313.1	56120.85	5895.007	23441.01	72.00189	
12.81	670126.4	56237.37	5908.205	23498.03	72.00189	
12.82	669939.3	56354.07	5921.43	23555.18	72.0019	
12.83	669751.9	56470.97	5934.68	23612.44	72.0019	
12.84	669564.2	56588.05	5947.955	23669.83	72.00191	
12.85	669376.1	56705.32	5961.257	23727.34	72.00191	
12.86	669187.7	56822.79	5974.583	23784.97	72.00192	
12.87	668998.9	56940.44	5987.936	23842.72	72.00192	
12.88	668809.8	57058.29	6001.314	23900.59	72.00193	
12.89	668620.4	57176.32	6014.717	23958.58	72.00193	
12.9	668430.6	57294.54	6028.147	24016.7	72.00194	
12.91	668240.5	57412.96	6041.602	24074.93	72.00194	
12.92	668050.1	57531.56	6055.083	24133.29	72.00195	
12.93	667859.3	57650.36	6068.59	24191.77	72.00195	
12.94	667668.2	57769.35	6082.123	24250.38	72.00196	
12.95	667476.7	57888.52	6095.681	24309.11	72.00196	
12.96	667284.9	58007.89	6109.266	24367.96	72.00197	
12.97	667092.7	58127.45	6122.876	24426.93	72.00197	
12.98	666900.3	58247.2	6136.513	24486.03	72.00198	
12.99	666707.4	58367.14	6150.175	24545.25	72.00198	
13	666514.3	58487.27	6163.864	24604.59	72.00199	
13.01	666320.8	58607.59	6177.579	24664.06	72.00199	
13.02	666126.9	58728.11	6191.32	24723.66	72.002	
13.03	665932.7	58848.81	6205.087	24783.38	72.002	
13.04	665738.2	58969.71	6218.88	24843.22	72.00201	
13.05	665543.3	59090.79	6232.7	24903.19	72.00201	
13.06	665348.1	59212.07	6246.545	24963.28	72.00202	
13.07	665152.5	59333.54	6260.417	25023.5	72.00202	
13.08	664956.6	59455.2	6274.316	25083.84	72.00203	
13.09	664760.4	59577.06	6288.241	25144.31	72.00203	
13.1	664563.8	59699.1	6302.192	25204.91	72.00204	
13.11	664366.9	59821.34	6316.169	25265.63	72.00204	
13.12	664169.6	59943.77	6330.173	25326.48	72.00205	
13.13	663971.9	60066.39	6344.204	25387.46	72.00206	
13.14	663774	60189.2	6358.261	25448.56	72.00206	
13.15	663575.7	60312.2	6372.345	25509.79	72.00207	
13.16	663377	60435.4	6386.455	25571.15	72.00207	
13.17	663178	60558.78	6400.592	25632.63	72.00208	
13.18	662978.6	60682.36	6414.755	25694.24	72.00208	
13.19	662778.9	60806.13	6428.945	25755.99	72.00209	
13.2	662578.9	60930.1	6443.162	25817.85	72.00209	
13.21	662378.5	61054.25	6457.406	25879.85	72.0021	
13.22	662177.7	61178.6	6471.676	25941.97	72.0021	
13.23	661976.7	61303.14	6485.974	26004.23	72.00211	
13.24	661775.2	61427.87	6500.298	26066.61	72.00211	
13.25	661573.4	61552.79	6514.649	26129.12	72.00212	
13.26	661371.3	61677.91	6529.027	26191.76	72.00212	
13.27	661168.8	61803.22	6543.431	26254.54	72.00213	
13.28	660966	61928.72	6557.863	26317.44	72.00214	
13.29	660762.8	62054.41	6572.322	26380.47	72.00214	
13.3	660559.3	62180.3	6586.808	26443.63	72.00215	
13.31	660355.4	62306.38	6601.321	26506.92	72.00215	
13.32	660151.1	62432.65	6615.861	26570.34	72.00216	
13.33	659946.6	62559.11	6630.428	26633.89	72.00216	
13.34	659741.6	62685.77	6645.022	26697.58	72.00217	
13.35	659536.3	62812.61	6659.644	26761.39	72.00217	
13.36	659330.7	62939.65	6674.293	26825.34	72.00218	
13.37	659124.7	63066.89	6688.969	26889.42	72.00219	
13.38	658918.4	63194.31	6703.672	26953.63	72.00219	
13.39	658711.7	63321.93	6718.402	27017.97	72.0022	
13.4	658504.7	63449.74	6733.16	27082.44	72.0022	
13.41	658297.3	63577.75	6747.946	27147.05	72.00221	
13.42	658089.5	63705.94	6762.759	27211.79	72.00221	
13.43	657881.4	63834.33	6777.599	27276.66	72.00222	
13.44	657673	63962.91	6792.466	27341.67	72.00222	
13.45	657464.1	64091.69	6807.362	27406.81	72.00223	
13.46	657255	64220.65	6822.284	27472.08	72.00224	
13.47	657045.5	64349.81	6837.234	27537.48	72.00224	
13.48	656835.6	64479.17	6852.212	27603.02	72.00225	
13.49	656625.4	64608.71	6867.218	27668.7	72.00225	
13.5	656414.8	64738.45	6882.251	27734.51	72.00226	
13.51	656203.9	64868.38	6897.312	27800.45	72.00226	
13.52	655992.6	64998.5	6912.4	27866.53	72.00227	
13.53	655780.9	65128.82	6927.517	27932.74	72.00228	
13.54	655568.9	65259.33	6942.661	27999.09	72.00228	
13.55	655356.6	65390.03	6957.833	28065.58	72.00229	
13.56	655143.8	65520.92	6973.032	28132.2	72.00229	
13.57	654930.8	65652.01	6988.26	28198.95	72.0023	
13.58	654717.4	65783.29	7003.515	28265.84	72.0023	
13.59	654503.6	65914.76	7018.799	28332.87	72.00231	
13.6	654289.4	66046.43	7034.11	28400.03	72.00232	
13.61	654074.9	66178.28	7049.45	28467.34	72.00232	
13.62	653860.1	66310.33	7064.817	28534.77	72.00233	
13.63	653644.9	66442.58	7080.212	28602.35	72.00233	
13.64	653429.3	66575.01	7095.636	28670.06	72.00234	
13.65	653213.4	66707.64	7111.088	28737.91	72.00235	
13.66	652997.1	66840.46	7126.567	28805.9	72.00235	
13.67	652780.4	66973.47	7142.075	28874.02	72.00236	
13.68	652563.4	67106.68	7157.611	28942.29	72.00236	
13.69	652346.1	67240.08	7173.176	29010.69	72.00237	
13.7	652128.3	67373.67	7188.768	29079.23	72.00238	
13.71	651910.2	67507.45	7204.389	29147.91	72.00238	
13.72	651691.8	67641.43	7220.039	29216.73	72.00239	
13.73	651473	67775.59	7235.716	29285.69	72.00239	
13.74	651253.8	67909.95	7251.422	29354.79	72.0024	
13.75	651034.3	68044.51	7267.156	29424.02	72.00241	
13.76	650814.4	68179.25	7282.919	29493.4	72.00241	
13.77	650594.2	68314.19	7298.71	29562.92	72.00242	
13.78	650373.6	68449.32	7314.53	29632.57	72.00242	
13.79	650152.6	68584.64	7330.378	29702.37	72.00243	
13.8	649931.3	68720.15	7346.255	29772.31	72.00244	
13.81	649709.6	68855.86	7362.16	29842.39	72.00244	
13.82	649487.5	68991.76	7378.094	29912.61	72.00245	
13.83	649265.1	69127.85	7394.057	29982.97	72.00245	
13.84	649042.3	69264.13	7410.048	30053.48	72.00246	
13.85	648819.2	69400.6	7426.068	30124.12	72.00247	
13.86	648595.7	69537.27	7442.116	30194.91	72.00247	
13.87	648371.8	69674.13	7458.193	30265.84	72.00248	
13.88	648147.6	69811.18	7474.3	30336.91	72.00248	
13.89	647923	69948.42	7490.434	30408.13	72.00249	
13.9	647698.1	70085.85	7506.598	30479.49	72.0025	
13.91	647472.7	70223.47	7522.791	30550.99	72.0025	
13.92	647247.1	70361.29	7539.012	30622.63	72.00251	
13.93	647021	70499.3	7555.262	30694.42	72.00252	
13.94	646794.6	70637.5	7571.542	30766.35	72.00252	
13.95	646567.8	70775.89	7587.85	30838.42	72.00253	
13.96	646340.7	70914.47	7604.187	30910.64	72.00253	
13.97	646113.2	71053.24	7620.553	30983.01	72.00254	
13.98	645885.3	71192.2	7636.949	31055.52	72.00255	
13.99	645657.1	71331.36	7653.373	31128.17	72.00255	
14	645428.5	71470.71	7669.826	31200.97	72.00256	
14.01	645199.5	71610.24	7686.309	31273.91	72.00257	
14.02	644970.2	71749.97	7702.821	31347	72.00257	
14.03	644740.5	71889.89	7719.362	31420.23	72.00258	
14.04	644510.5	72030	7735.932	31493.61	72.00259	
14.05	644280	72170.3	7752.531	31567.14	72.00259	
14.06	644049.2	72310.79	7769.16	31640.81	72.0026	
14.07	643818.1	72451.47	7785.817	31714.63	72.0026	
14.08	643586.6	72592.34	7802.505	31788.59	72.00261	
14.09	643354.7	72733.41	7819.221	31862.7	72.00262	
14.1	643122.4	72874.66	7835.967	31936.96	72.00262	
14.11	642889.8	73016.1	7852.742	32011.37	72.00263	
14.12	642656.8	73157.73	7869.547	32085.92	72.00264	
14.13	642423.4	73299.55	7886.381	32160.63	72.00264	
14.14	642189.7	73441.57	7903.244	32235.48	72.00265	
14.15	641955.6	73583.77	7920.137	32310.47	72.00266	
14.16	641721.2	73726.16	7937.06	32385.62	72.00266	
14.17	641486.3	73868.74	7954.012	32460.91	72.00267	
14.18	641251.1	74011.51	7970.994	32536.36	72.00268	
14.19	641015.6	74154.47	7988.005	32611.95	72.00268	
14.2	640779.6	74297.62	8005.046	32687.69	72.00269	
14.21	640543.3	74440.96	8022.116	32763.58	72.0027	
14.22	640306.7	74584.49	8039.216	32839.62	72.0027	
14.23	640069.6	74728.2	8056.346	32915.81	72.00271	
14.24	639832.2	74872.11	8073.506	32992.16	72.00272	
14.25	639594.5	75016.2	8090.695	33068.65	72.00272	
14.26	639356.3	75160.49	8107.914	33145.29	72.00273	
14.27	639117.8	75304.96	8125.163	33222.08	72.00274	
14.28	638878.9	75449.62	8142.441	33299.02	72.00274	
14.29	638639.7	75594.47	8159.75	33376.12	72.00275	
14.3	638400	75739.5	8177.088	33453.36	72.00276	
14.31	638160.1	75884.73	8194.456	33530.76	72.00276	
14.32	637919.7	76030.14	8211.855	33608.31	72.00277	
14.33	637679	76175.74	8229.283	33686.01	72.00278	
14.34	637437.9	76321.52	8246.741	33763.86	72.00278	
14.35	637196.4	76467.5	8264.229	33841.87	72.00279	
14.36	636954.6	76613.66	8281.747	33920.02	72.0028	
14.37	636712.4	76760.01	8299.295	33998.33	72.00281	
14.38	636469.8	76906.55	8316.873	34076.8	72.00281	
14.39	636226.8	77053.27	8334.481	34155.41	72.00282	
14.4	635983.5	77200.18	8352.119	34234.18	72.00283	
14.41	635739.8	77347.28	8369.787	34313.11	72.00283	
14.42	635495.8	77494.56	8387.486	34392.19	72.00284	
14.43	635251.3	77642.03	8405.214	34471.42	72.00285	
14.44	635006.5	77789.69	8422.973	34550.8	72.00285	
14.45	634761.4	77937.53	8440.762	34630.34	72.00286	
14.46	634515.8	78085.56	8458.582	34710.04	72.00287	
14.47	634269.9	78233.77	8476.431	34789.89	72.00287	
14.48	634023.6	78382.17	8494.311	34869.89	72.00288	
14.49	633777	78530.76	8512.221	34950.05	72.00289	
14.5	633529.9	78679.53	8530.161	35030.37	72.0029	
14.51	633282.5	78828.48	8548.132	35110.84	72.0029	
14.52	633034.8	78977.63	8566.133	35191.47	72.00291	
14.53	632786.6	79126.95	8584.165	35272.25	72.00292	
14.54	632538.1	79276.46	8602.227	35353.19	72.00292	
14.55	632289.2	79426.16	8620.319	35434.29	72.00293	
14.56	632040	79576.04	8638.442	35515.54	72.00294	
14.57	631790.3	79726.1	8656.595	35596.96	72.00295	
14.58	631540.3	79876.35	8674.779	35678.52	72.00295	
14.59	631290	80026.78	8692.993	35760.25	72.00296	
14.6	631039.2	80177.39	8711.238	35842.13	72.00297	
14.61	630788.1	80328.19	8729.513	35924.17	72.00297	
14.62	630536.6	80479.17	8747.819	36006.37	72.00298	
14.63	630284.8	80630.34	8766.155	36088.73	72.00299	
14.64	630032.5	80781.69	8784.522	36171.24	72.003	
14.65	629779.9	80933.22	8802.92	36253.92	72.003	
14.66	629527	81084.93	8821.348	36336.75	72.00301	
14.67	629273.6	81236.83	8839.807	36419.74	72.00302	
14.68	629019.9	81388.9	8858.297	36502.89	72.00303	
14.69	628765.8	81541.16	8876.818	36586.2	72.00303	
14.7	628511.3	81693.61	8895.369	36669.67	72.00304	
14.71	628256.5	81846.23	8913.951	36753.31	72.00305	
14.72	628001.3	81999.03	8932.563	36837.1	72.00306	
14.73	627745.7	82152.02	8951.207	36921.05	72.00306	
14.74	627489.8	82305.19	8969.881	37005.16	72.00307	
14.75	627233.4	82458.53	8988.586	37089.43	72.00308	
14.76	626976.7	82612.06	9007.322	37173.86	72.00308	
14.77	626719.7	82765.77	9026.089	37258.46	72.00309	
14.78	626462.2	82919.66	9044.887	37343.21	72.0031	
14.79	626204.4	83073.73	9063.715	37428.13	72.00311	
14.8	625946.2	83227.98	9082.575	37513.21	72.00311	
14.81	625687.7	83382.41	9101.465	37598.45	72.00312	
14.82	625428.7	83537.02	9120.387	37683.85	72.00313	
14.83	625169.4	83691.8	9139.339	37769.42	72.00314	
14.84	624909.8	83846.77	9158.323	37855.15	72.00315	
14.85	624649.7	84001.91	9177.337	37941.04	72.00315	
14.86	624389.3	84157.24	9196.382	38027.09	72.00316	
14.87	624128.5	84312.74	9215.459	38113.31	72.00317	
14.88	623867.3	84468.42	9234.566	38199.69	72.00318	
14.89	623605.8	84624.27	9253.705	38286.23	72.00318	
14.9	623343.9	84780.31	9272.875	38372.94	72.00319	
14.91	623081.6	84936.52	9292.076	38459.81	72.0032	
14.92	622818.9	85092.91	9311.308	38546.85	72.00321	
14.93	622555.9	85249.47	9330.571	38634.05	72.00321	
14.94	622292.5	85406.22	9349.865	38721.42	72.00322	
14.95	622028.7	85563.13	9369.19	38808.95	72.00323	
14.96	621764.6	85720.23	9388.547	38896.64	72.00324	
14.97	621500.1	85877.5	9407.935	38984.5	72.00325	
14.98	621235.2	86034.94	9427.354	39072.53	72.00325	
14.99	620969.9	86192.57	9446.804	39160.72	72.00326	
15	620704.3	86350.36	9466.286	39249.08	72.00327	
15.01	620438.3	86508.33	9485.798	39337.6	72.00328	
15.02	620171.9	86666.48	9505.343	39426.29	72.00328	
15.03	619905.1	86824.8	9524.918	39515.15	72.00329	
15.04	619638	86983.29	9544.525	39604.17	72.0033	
15.05	619370.5	87141.96	9564.163	39693.36	72.00331	
15.06	619102.6	87300.8	9583.832	39782.72	72.00332	
15.07	618834.4	87459.82	9603.533	39872.25	72.00332	
15.08	618565.8	87619.01	9623.265	39961.94	72.00333	
15.09	618296.8	87778.37	9643.029	40051.8	72.00334	
15.1	618027.4	87937.9	9662.823	40141.83	72.00335	
15.11	617757.7	88097.61	9682.65	40232.02	72.00336	
15.12	617487.6	88257.48	9702.508	40322.39	72.00336	
15.13	617217.2	88417.53	9722.397	40412.92	72.00337	
15.14	616946.3	88577.75	9742.317	40503.62	72.00338	
15.15	616675.1	88738.14	9762.27	40594.49	72.00339	
15.16	616403.5	88898.7	9782.253	40685.53	72.0034	
15.17	616131.6	89059.44	9802.268	40776.74	72.0034	
15.18	615859.2	89220.34	9822.315	40868.12	72.00341	
15.19	615586.5	89381.41	9842.393	40959.66	72.00342	
15.2	615313.5	89542.65	9862.503	41051.38	72.00343	
15.21	615040	89704.06	9882.644	41143.27	72.00344	
15.22	614766.2	89865.64	9902.817	41235.33	72.00345	
15.23	614492	90027.39	9923.021	41327.56	72.00345	
15.24	614217.5	90189.31	9943.257	41419.96	72.00346	
15.25	613942.5	90351.4	9963.525	41512.53	72.00347	
15.26	613667.3	90513.65	9983.824	41605.27	72.00348	
15.27	613391.6	90676.07	10004.15	41698.18	72.00349	
15.28	613115.6	90838.66	10024.52	41791.27	72.0035	
15.29	612839.2	91001.41	10044.91	41884.52	72.0035	
15.3	612562.4	91164.34	10065.34	41977.95	72.00351	
15.31	612285.2	91327.42	10085.79	42071.55	72.00352	
15.32	612007.7	91490.68	10106.28	42165.32	72.00353	
15.33	611729.8	91654.1	10126.8	42259.27	72.00354	
15.34	611451.6	91817.68	10147.36	42353.38	72.00355	
15.35	611173	91981.43	10167.94	42447.67	72.00355	
15.36	610894	92145.34	10188.56	42542.14	72.00356	
15.37	610614.6	92309.42	10209.2	42636.77	72.00357	
15.38	610334.9	92473.66	10229.88	42731.58	72.00358	
15.39	610054.8	92638.07	10250.59	42826.57	72.00359	
15.4	609774.3	92802.64	10271.34	42921.73	72.0036	
15.41	609493.5	92967.37	10292.11	43017.06	72.0036	
15.42	609212.2	93132.27	10312.92	43112.56	72.00361	
15.43	608930.7	93297.32	10333.76	43208.24	72.00362	
15.44	608648.7	93462.54	10354.63	43304.1	72.00363	
15.45	608366.4	93627.92	10375.53	43400.13	72.00364	
15.46	608083.7	93793.46	10396.46	43496.33	72.00365	
15.47	607800.7	93959.17	10417.43	43592.71	72.00366	
15.48	607517.3	94125.03	10438.42	43689.27	72.00367	
15.49	607233.5	94291.05	10459.45	43786	72.00367	
15.5	606949.3	94457.24	10480.51	43882.91	72.00368	
15.51	606664.8	94623.58	10501.6	43979.99	72.00369	
15.52	606379.9	94790.08	10522.73	44077.25	72.0037	
15.53	606094.7	94956.74	10543.89	44174.68	72.00371	
15.54	605809.1	95123.56	10565.07	44272.3	72.00372	
15.55	605523.1	95290.54	10586.29	44370.09	72.00373	
15.56	605236.7	95457.67	10607.55	44468.05	72.00373	
15.57	604950	95624.96	10628.83	44566.19	72.00374	
15.58	604662.9	95792.41	10650.14	44664.51	72.00375	
15.59	604375.5	95960.02	10671.49	44763.01	72.00376	
15.6	604087.7	96127.78	10692.87	44861.69	72.00377	
15.61	603799.5	96295.69	10714.28	44960.54	72.00378	
15.62	603510.9	96463.77	10735.73	45059.57	72.00379	
15.63	603222	96631.99	10757.2	45158.78	72.0038	
15.64	602932.7	96800.38	10778.71	45258.17	72.00381	
15.65	602643.1	96968.91	10800.25	45357.74	72.00381	
15.66	602353.1	97137.6	10821.82	45457.48	72.00382	
15.67	602062.7	97306.44	10843.42	45557.41	72.00383	
15.68	601772	97475.44	10865.06	45657.51	72.00384	
15.69	601480.9	97644.59	10886.72	45757.79	72.00385	
