--time	Susceptibles	Exposed	Infected	Recovered	Deaths	
0	753056	2714	0	0	72	
0.01	753045.9	2720.752	1.208144	2.188574	72	
0.02	753035.7	2727.521	2.416881	4.385006	72	
0.03	753025.5	2734.306	3.626215	6.589312	72	
0.04	753015.3	2741.109	4.836154	8.801506	72	
0.05	753005	2747.928	6.046703	11.0216	72	
0.06	752994.7	2754.763	7.257869	13.24962	72	
0.07	752984.4	2761.616	8.469658	15.48556	72	
0.08	752974.1	2768.486	9.682076	17.72946	72	
0.09	752963.8	2775.372	10.89513	19.98131	72	
0.1	752953.4	2782.276	12.10883	22.24114	72	
0.11	752943	2789.196	13.32317	24.50897	72	
0.12	752932.5	2796.134	14.53817	26.7848	72	
0.13	752922.1	2803.089	15.75383	29.06865	72	
0.14	752911.6	2810.06	16.97015	31.36054	72	
0.15	752901.1	2817.049	18.18715	33.66049	72	
0.16	752890.6	2824.056	19.40483	35.9685	72	
0.17	752880	2831.079	20.6232	38.28459	72	
0.18	752869.4	2838.12	21.84225	40.60878	72	
0.19	752858.8	2845.179	23.06201	42.94109	72	
0.2	752848.2	2852.254	24.28247	45.28152	72	
0.21	752837.5	2859.347	25.50364	47.6301	72	
0.22	752826.8	2866.458	26.72553	49.98683	72	
0.23	752816.1	2873.586	27.94814	52.35175	72	
0.24	752805.4	2880.732	29.17149	54.72485	72	
0.25	752794.6	2887.895	30.39557	57.10616	72	
0.26	752783.8	2895.076	31.62039	59.49569	72	
0.27	752773	2902.275	32.84596	61.89346	72	
0.28	752762.1	2909.491	34.07229	64.29948	72	
0.29	752751.3	2916.725	35.29938	66.71378	72	
0.3	752740.4	2923.977	36.52724	69.13636	72	
0.31	752729.4	2931.247	37.75587	71.56723	72	
0.32	752718.5	2938.535	38.98529	74.00643	72	
0.33	752707.5	2945.841	40.21549	76.45396	72	
0.34	752696.5	2953.165	41.44649	78.90984	72	
0.35	752685.4	2960.507	42.67829	81.37409	72	
0.36	752674.4	2967.866	43.91089	83.84671	72	
0.37	752663.3	2975.245	45.14431	86.32774	72	
0.38	752652.2	2982.641	46.37855	88.81717	72	
0.39	752641	2990.055	47.61361	91.31504	72	
0.4	752629.8	2997.488	48.84951	93.82136	72	
0.41	752618.6	3004.939	50.08625	96.33613	72	
0.42	752607.4	3012.408	51.32383	98.85939	72	
0.43	752596.2	3019.896	52.56227	101.3911	72	
0.44	752584.9	3027.402	53.80156	103.9314	72	
0.45	752573.6	3034.927	55.04172	106.4802	72	
0.46	752562.2	3042.47	56.28275	109.0375	72	
0.47	752550.8	3050.032	57.52466	111.6034	72	
0.48	752539.4	3057.613	58.76746	114.1779	72	
0.49	752528	3065.212	60.01114	116.761	72	
0.5	752516.6	3072.83	61.25572	119.3527	72	
0.51	752505.1	3080.466	62.50121	121.953	72	
0.52	752493.6	3088.121	63.74761	124.562	72	
0.53	752482	3095.796	64.99493	127.1796	72	
0.54	752470.5	3103.489	66.24317	129.8059	72	
0.55	752458.9	3111.201	67.49234	132.4409	72	
0.56	752447.2	3118.932	68.74244	135.0847	72	
0.57	752435.6	3126.682	69.9935	137.7371	72	
0.58	752423.9	3134.451	71.2455	140.3983	72	
0.59	752412.2	3142.239	72.49846	143.0683	72	
0.6	752400.5	3150.047	73.75238	145.747	72	
0.61	752388.7	3157.874	75.00727	148.4346	72	
0.62	752376.9	3165.719	76.26314	151.131	72	
0.63	752365.1	3173.585	77.51999	153.8362	72	
0.64	752353.2	3181.469	78.77783	156.5502	72	
0.65	752341.3	3189.373	80.03667	159.2732	72	
0.66	752329.4	3197.297	81.29652	162.005	72	
0.67	752317.5	3205.24	82.55737	164.7457	72	
0.68	752305.5	3213.202	83.81924	167.4954	72	
0.69	752293.5	3221.184	85.08213	170.254	72	
0.7	752281.4	3229.186	86.34605	173.0215	72	
0.71	752269.4	3237.207	87.61101	175.7981	72	
0.72	752257.3	3245.248	88.87701	178.5836	72	
0.73	752245.2	3253.309	90.14406	181.3782	72	
0.74	752233	3261.39	91.41217	184.1817	72	
0.75	752220.8	3269.49	92.68134	186.9944	72	
0.76	752208.6	3277.611	93.95159	189.8161	72	
0.77	752196.4	3285.751	95.2229	192.6468	72	
0.78	752184.1	3293.912	96.49531	195.4867	72	
0.79	752171.8	3302.092	97.7688	198.3357	72	
0.8	752159.5	3310.293	99.04339	201.1939	72	
0.81	752147.1	3318.514	100.3191	204.0612	72	
0.82	752134.7	3326.755	101.5959	206.9377	72	
0.83	752122.3	3335.016	102.8738	209.8234	72	
0.84	752109.8	3343.298	104.1529	212.7183	72	
0.85	752097.3	3351.6	105.433	215.6224	72	
0.86	752084.8	3359.922	106.7143	218.5358	72	
0.87	752072.3	3368.265	107.9968	221.4584	72	
0.88	752059.7	3376.629	109.2804	224.3904	72	
0.89	752047.1	3385.012	110.5652	227.3316	72	
0.9	752034.4	3393.417	111.8511	230.2822	72	
0.91	752021.8	3401.842	113.1382	233.2421	72	
0.92	752009.1	3410.288	114.4265	236.2114	72	
0.93	751996.3	3418.755	115.716	239.1901	72	
0.94	751983.6	3427.242	117.0066	242.1782	72	
0.95	751970.8	3435.75	118.2985	245.1757	72	
0.96	751957.9	3444.279	119.5916	248.1826	72	
0.97	751945.1	3452.83	120.8859	251.199	72	
0.98	751932.2	3461.401	122.1814	254.2249	72	
0.99	751919.3	3469.993	123.4781	257.2603	72.00001	
1	751906.3	3478.606	124.7761	260.3052	72.00001	
1.01	751893.3	3487.241	126.0753	263.3597	72.00001	
1.02	751880.3	3495.896	127.3757	266.4237	72.00001	
1.03	751867.3	3504.573	128.6774	269.4973	72.00001	
1.04	751854.2	3513.271	129.9804	272.5805	72.00001	
1.05	751841.1	3521.991	131.2846	275.6733	72.00001	
1.06	751827.9	3530.732	132.5901	278.7757	72.00001	
1.07	751814.7	3539.494	133.8969	281.8878	72.00001	
1.08	751801.5	3548.278	135.205	285.0096	72.00001	
1.09	751788.3	3557.084	136.5144	288.141	72.00001	
1.1	751775	3565.911	137.8251	291.2822	72.00001	
1.11	751761.7	3574.76	139.1371	294.4331	72.00001	
1.12	751748.3	3583.63	140.4504	297.5938	72.00001	
1.13	751734.9	3592.523	141.765	300.7643	72.00001	
1.14	751721.5	3601.437	143.081	303.9445	72.00001	
1.15	751708.1	3610.373	144.3983	307.1346	72.00001	
1.16	751694.6	3619.331	145.717	310.3345	72.00001	
1.17	751681.1	3628.311	147.037	313.5443	72.00001	
1.18	751667.6	3637.313	148.3583	316.7639	72.00001	
1.19	751654	3646.337	149.6811	319.9935	72.00001	
1.2	751640.4	3655.383	151.0052	323.2329	72.00001	
1.21	751626.7	3664.451	152.3307	326.4823	72.00001	
1.22	751613.1	3673.542	153.6575	329.7417	72.00001	
1.23	751599.3	3682.655	154.9858	333.011	72.00001	
1.24	751585.6	3691.79	156.3155	336.2904	72.00001	
1.25	751571.8	3700.948	157.6466	339.5798	72.00001	
1.26	751558	3710.128	158.9791	342.8792	72.00001	
1.27	751544.2	3719.331	160.313	346.1887	72.00001	
1.28	751530.3	3728.556	161.6484	349.5082	72.00001	
1.29	751516.4	3737.804	162.9852	352.8379	72.00001	
1.3	751502.4	3747.074	164.3234	356.1777	72.00001	
1.31	751488.4	3756.368	165.6631	359.5277	72.00001	
1.32	751474.4	3765.684	167.0043	362.8878	72.00001	
1.33	751460.4	3775.023	168.3469	366.2581	72.00001	
1.34	751446.3	3784.385	169.691	369.6386	72.00001	
1.35	751432.2	3793.769	171.0366	373.0294	72.00001	
1.36	751418	3803.177	172.3836	376.4304	72.00001	
1.37	751403.8	3812.608	173.7322	379.8417	72.00001	
1.38	751389.6	3822.062	175.0823	383.2633	72.00001	
1.39	751375.3	3831.539	176.4338	386.6952	72.00001	
1.4	751361	3841.039	177.7869	390.1375	72.00001	
1.41	751346.7	3850.563	179.1416	393.5901	72.00001	
1.42	751332.3	3860.11	180.4977	397.0531	72.00001	
1.43	751317.9	3869.68	181.8554	400.5265	72.00001	
1.44	751303.5	3879.274	183.2147	404.0104	72.00001	
1.45	751289	3888.891	184.5755	407.5047	72.00001	
1.46	751274.5	3898.532	185.9378	411.0095	72.00001	
1.47	751260	3908.197	187.3017	414.5247	72.00001	
1.48	751245.4	3917.885	188.6673	418.0505	72.00001	
1.49	751230.8	3927.597	190.0343	421.5869	72.00001	
1.5	751216.1	3937.333	191.403	425.1338	72.00001	
1.51	751201.4	3947.092	192.7733	428.6912	72.00001	
1.52	751186.7	3956.876	194.1452	432.2593	72.00001	
1.53	751172	3966.683	195.5187	435.8381	72.00001	
1.54	751157.2	3976.514	196.8938	439.4274	72.00001	
1.55	751142.3	3986.37	198.2706	443.0275	72.00001	
1.56	751127.5	3996.25	199.649	446.6382	72.00001	
1.57	751112.6	4006.153	201.029	450.2597	72.00001	
1.58	751097.6	4016.082	202.4107	453.8919	72.00001	
1.59	751082.6	4026.034	203.794	457.5349	72.00001	
1.6	751067.6	4036.011	205.179	461.1886	72.00001	
1.61	751052.6	4046.012	206.5657	464.8532	72.00001	
1.62	751037.5	4056.037	207.9541	468.5286	72.00001	
1.63	751022.4	4066.088	209.3442	472.2149	72.00001	
1.64	751007.2	4076.162	210.7359	475.912	72.00001	
1.65	750992	4086.262	212.1294	479.6201	72.00001	
1.66	750976.8	4096.386	213.5245	483.3391	72.00001	
1.67	750961.5	4106.535	214.9214	487.069	72.00001	
1.68	750946.2	4116.709	216.32	490.8099	72.00001	
1.69	750930.8	4126.907	217.7204	494.5618	72.00001	
1.7	750915.4	4137.131	219.1225	498.3248	72.00002	
1.71	750900	4147.379	220.5263	502.0988	72.00002	
1.72	750884.5	4157.653	221.9319	505.8838	72.00002	
1.73	750869	4167.952	223.3393	509.6799	72.00002	
1.74	750853.5	4178.276	224.7484	513.4872	72.00002	
1.75	750837.9	4188.625	226.1593	517.3056	72.00002	
1.76	750822.3	4199	227.572	521.1352	72.00002	
1.77	750806.6	4209.4	228.9865	524.9759	72.00002	
1.78	750790.9	4219.825	230.4028	528.8279	72.00002	
1.79	750775.2	4230.276	231.8209	532.6911	72.00002	
1.8	750759.4	4240.752	233.2408	536.5655	72.00002	
1.81	750743.6	4251.254	234.6626	540.4513	72.00002	
1.82	750727.8	4261.782	236.0862	544.3483	72.00002	
1.83	750711.9	4272.335	237.5116	548.2567	72.00002	
1.84	750696	4282.914	238.9389	552.1765	72.00002	
1.85	750680	4293.519	240.368	556.1076	72.00002	
1.86	750664	4304.15	241.799	560.0501	72.00002	
1.87	750648	4314.807	243.2319	564.0041	72.00002	
1.88	750631.9	4325.49	244.6667	567.9695	72.00002	
1.89	750615.8	4336.2	246.1033	571.9464	72.00002	
1.9	750599.6	4346.935	247.5419	575.9348	72.00002	
1.91	750583.4	4357.696	248.9823	579.9348	72.00002	
1.92	750567.1	4368.484	250.4247	583.9463	72.00002	
1.93	750550.9	4379.298	251.869	587.9694	72.00002	
1.94	750534.5	4390.139	253.3152	592.004	72.00002	
1.95	750518.2	4401.006	254.7633	596.0504	72.00002	
1.96	750501.8	4411.899	256.2134	600.1083	72.00002	
1.97	750485.3	4422.82	257.6654	604.178	72.00002	
1.98	750468.9	4433.766	259.1195	608.2593	72.00002	
1.99	750452.3	4444.74	260.5754	612.3524	72.00002	
2	750435.8	4455.74	262.0334	616.4573	72.00002	
2.01	750419.2	4466.768	263.4933	620.5739	72.00002	
2.02	750402.5	4477.822	264.9552	624.7024	72.00002	
2.03	750385.8	4488.903	266.4191	628.8426	72.00002	
2.04	750369.1	4500.011	267.8851	632.9948	72.00002	
2.05	750352.3	4511.146	269.353	637.1588	72.00002	
2.06	750335.5	4522.309	270.823	641.3348	72.00002	
2.07	750318.7	4533.498	272.295	645.5226	72.00002	
2.08	750301.8	4544.716	273.769	649.7225	72.00002	
2.09	750284.9	4555.96	275.2451	653.9343	72.00002	
2.1	750267.9	4567.232	276.7232	658.1581	72.00002	
2.11	750250.9	4578.531	278.2035	662.394	72.00002	
2.12	750233.8	4589.858	279.6857	666.642	72.00002	
2.13	750216.7	4601.213	281.1701	670.9021	72.00002	
2.14	750199.6	4612.595	282.6565	675.1742	72.00002	
2.15	750182.4	4624.005	284.1451	679.4586	72.00002	
2.16	750165.2	4635.443	285.6357	683.7551	72.00002	
2.17	750147.9	4646.908	287.1285	688.0638	72.00002	
2.18	750130.6	4658.402	288.6234	692.3847	72.00003	
2.19	750113.2	4669.924	290.1204	696.7179	72.00003	
2.2	750095.8	4681.473	291.6196	701.0633	72.00003	
2.21	750078.4	4693.051	293.1209	705.4211	72.00003	
2.22	750060.9	4704.658	294.6243	709.7912	72.00003	
2.23	750043.4	4716.292	296.1299	714.1737	72.00003	
2.24	750025.8	4727.955	297.6377	718.5686	72.00003	
2.25	750008.2	4739.646	299.1477	722.9758	72.00003	
2.26	749990.6	4751.366	300.6598	727.3956	72.00003	
2.27	749972.9	4763.114	302.1742	731.8278	72.00003	
2.28	749955.1	4774.891	303.6907	736.2725	72.00003	
2.29	749937.4	4786.697	305.2095	740.7297	72.00003	
2.3	749919.5	4798.531	306.7305	745.1995	72.00003	
2.31	749901.7	4810.395	308.2537	749.6818	72.00003	
2.32	749883.8	4822.287	309.7792	754.1768	72.00003	
2.33	749865.8	4834.208	311.3069	758.6844	72.00003	
2.34	749847.8	4846.158	312.8368	763.2047	72.00003	
2.35	749829.8	4858.137	314.369	767.7377	72.00003	
2.36	749811.7	4870.146	315.9035	772.2833	72.00003	
2.37	749793.5	4882.183	317.4403	776.8418	72.00003	
2.38	749775.4	4894.25	318.9793	781.413	72.00003	
2.39	749757.1	4906.347	320.5207	785.997	72.00003	
2.4	749738.9	4918.473	322.0643	790.5939	72.00003	
2.41	749720.6	4930.628	323.6103	795.2036	72.00003	
2.42	749702.2	4942.813	325.1586	799.8262	72.00003	
2.43	749683.8	4955.027	326.7092	804.4617	72.00003	
2.44	749665.4	4967.272	328.2622	809.1102	72.00003	
2.45	749646.9	4979.546	329.8175	813.7716	72.00003	
2.46	749628.3	4991.85	331.3751	818.4461	72.00003	
2.47	749609.7	5004.184	332.9352	823.1336	72.00003	
2.48	749591.1	5016.548	334.4976	827.8341	72.00003	
2.49	749572.4	5028.942	336.0624	832.5478	72.00003	
2.5	749553.7	5041.366	337.6295	837.2745	72.00003	
2.51	749535	5053.82	339.1991	842.0145	72.00003	
2.52	749516.2	5066.305	340.7711	846.7675	72.00003	
2.53	749497.3	5078.82	342.3455	851.5338	72.00003	
2.54	749478.4	5091.366	343.9223	856.3134	72.00003	
2.55	749459.5	5103.942	345.5016	861.1062	72.00003	
2.56	749440.5	5116.548	347.0833	865.9123	72.00004	
2.57	749421.4	5129.186	348.6674	870.7317	72.00004	
2.58	749402.3	5141.854	350.254	875.5645	72.00004	
2.59	749383.2	5154.552	351.8431	880.4107	72.00004	
2.6	749364	5167.282	353.4347	885.2703	72.00004	
2.61	749344.8	5180.043	355.0287	890.1433	72.00004	
2.62	749325.5	5192.834	356.6253	895.0298	72.00004	
2.63	749306.2	5205.657	358.2243	899.9298	72.00004	
2.64	749286.8	5218.511	359.8259	904.8433	72.00004	
2.65	749267.4	5231.396	361.4299	909.7705	72.00004	
2.66	749247.9	5244.312	363.0366	914.7112	72.00004	
2.67	749228.4	5257.26	364.6457	919.6655	72.00004	
2.68	749208.9	5270.24	366.2574	924.6335	72.00004	
2.69	749189.3	5283.25	367.8717	929.6151	72.00004	
2.7	749169.6	5296.293	369.4885	934.6105	72.00004	
2.71	749149.9	5309.367	371.1079	939.6197	72.00004	
2.72	749130.2	5322.473	372.7299	944.6426	72.00004	
2.73	749110.4	5335.61	374.3544	949.6793	72.00004	
2.74	749090.5	5348.78	375.9816	954.7299	72.00004	
2.75	749070.6	5361.981	377.6114	959.7943	72.00004	
2.76	749050.7	5375.215	379.2438	964.8726	72.00004	
2.77	749030.7	5388.481	380.8789	969.9649	72.00004	
2.78	749010.6	5401.779	382.5165	975.0711	72.00004	
2.79	748990.5	5415.109	384.1569	980.1914	72.00004	
2.8	748970.4	5428.471	385.7998	985.3256	72.00004	
2.81	748950.2	5441.866	387.4455	990.4739	72.00004	
2.82	748930	5455.294	389.0938	995.6363	72.00004	
2.83	748909.7	5468.754	390.7448	1000.813	72.00004	
2.84	748889.4	5482.247	392.3985	1006.004	72.00004	
2.85	748869	5495.772	394.0549	1011.208	72.00004	
2.86	748848.5	5509.33	395.714	1016.427	72.00004	
2.87	748828	5522.921	397.3758	1021.661	72.00004	
2.88	748807.5	5536.546	399.0404	1026.908	72.00005	
2.89	748786.9	5550.203	400.7077	1032.17	72.00005	
2.9	748766.3	5563.893	402.3777	1037.447	72.00005	
2.91	748745.6	5577.617	404.0506	1042.737	72.00005	
2.92	748724.9	5591.373	405.7261	1048.042	72.00005	
2.93	748704.1	5605.163	407.4045	1053.362	72.00005	
2.94	748683.2	5618.987	409.0856	1058.696	72.00005	
2.95	748662.3	5632.844	410.7695	1064.044	72.00005	
2.96	748641.4	5646.735	412.4563	1069.407	72.00005	
2.97	748620.4	5660.659	414.1458	1074.785	72.00005	
2.98	748599.4	5674.617	415.8382	1080.177	72.00005	
2.99	748578.3	5688.609	417.5334	1085.584	72.00005	
3	748557.1	5702.635	419.2314	1091.005	72.00005	
3.01	748535.9	5716.694	420.9323	1096.441	72.00005	
3.02	748514.7	5730.788	422.636	1101.892	72.00005	
3.03	748493.4	5744.916	424.3427	1107.358	72.00005	
3.04	748472	5759.078	426.0522	1112.838	72.00005	
3.05	748450.6	5773.275	427.7646	1118.334	72.00005	
3.06	748429.2	5787.506	429.4798	1123.844	72.00005	
3.07	748407.7	5801.771	431.198	1129.369	72.00005	
3.08	748386.1	5816.071	432.9191	1134.909	72.00005	
3.09	748364.5	5830.405	434.6432	1140.464	72.00005	
3.1	748342.8	5844.775	436.3701	1146.034	72.00005	
3.11	748321.1	5859.179	438.1001	1151.619	72.00005	
3.12	748299.3	5873.617	439.8329	1157.219	72.00005	
3.13	748277.5	5888.091	441.5688	1162.835	72.00005	
3.14	748255.6	5902.6	443.3076	1168.465	72.00005	
3.15	748233.7	5917.144	445.0494	1174.11	72.00005	
3.16	748211.7	5931.723	446.7942	1179.771	72.00005	
3.17	748189.7	5946.337	448.542	1185.447	72.00006	
3.18	748167.6	5960.987	450.2928	1191.138	72.00006	
3.19	748145.4	5975.672	452.0466	1196.845	72.00006	
3.2	748123.2	5990.393	453.8035	1202.567	72.00006	
3.21	748101	6005.149	455.5634	1208.304	72.00006	
3.22	748078.7	6019.941	457.3264	1214.057	72.00006	
3.23	748056.3	6034.769	459.0924	1219.825	72.00006	
3.24	748033.9	6049.632	460.8615	1225.609	72.00006	
3.25	748011.4	6064.532	462.6336	1231.408	72.00006	
3.26	747988.9	6079.467	464.4089	1237.223	72.00006	
3.27	747966.3	6094.439	466.1873	1243.053	72.00006	
3.28	747943.7	6109.447	467.9688	1248.899	72.00006	
3.29	747921	6124.491	469.7534	1254.761	72.00006	
3.3	747898.2	6139.571	471.5411	1260.638	72.00006	
3.31	747875.4	6154.688	473.332	1266.531	72.00006	
3.32	747852.6	6169.842	475.126	1272.44	72.00006	
3.33	747829.7	6185.032	476.9232	1278.364	72.00006	
3.34	747806.7	6200.258	478.7235	1284.305	72.00006	
3.35	747783.7	6215.522	480.5271	1290.261	72.00006	
3.36	747760.6	6230.822	482.3338	1296.233	72.00006	
3.37	747737.5	6246.16	484.1437	1302.222	72.00006	
3.38	747714.3	6261.534	485.9568	1308.226	72.00006	
3.39	747691	6276.945	487.7732	1314.246	72.00006	
3.4	747667.7	6292.394	489.5928	1320.282	72.00006	
3.41	747644.4	6307.88	491.4156	1326.334	72.00006	
3.42	747621	6323.403	493.2417	1332.403	72.00007	
3.43	747597.5	6338.964	495.0711	1338.488	72.00007	
3.44	747573.9	6354.562	496.9037	1344.588	72.00007	
3.45	747550.4	6370.198	498.7396	1350.705	72.00007	
3.46	747526.7	6385.872	500.5788	1356.839	72.00007	
3.47	747503	6401.584	502.4213	1362.988	72.00007	
3.48	747479.2	6417.333	504.2671	1369.154	72.00007	
3.49	747455.4	6433.12	506.1162	1375.337	72.00007	
3.5	747431.5	6448.946	507.9686	1381.536	72.00007	
3.51	747407.6	6464.81	509.8245	1387.751	72.00007	
3.52	747383.6	6480.711	511.6836	1393.983	72.00007	
3.53	747359.6	6496.652	513.5461	1400.231	72.00007	
3.54	747335.5	6512.63	515.412	1406.496	72.00007	
3.55	747311.3	6528.647	517.2813	1412.778	72.00007	
3.56	747287.1	6544.703	519.154	1419.076	72.00007	
3.57	747262.8	6560.798	521.0301	1425.391	72.00007	
3.58	747238.4	6576.931	522.9096	1431.722	72.00007	
3.59	747214	6593.103	524.7925	1438.07	72.00007	
3.6	747189.6	6609.314	526.6788	1444.436	72.00007	
3.61	747165	6625.564	528.5686	1450.818	72.00007	
3.62	747140.5	6641.854	530.4619	1457.216	72.00007	
3.63	747115.8	6658.182	532.3586	1463.632	72.00007	
3.64	747091.1	6674.55	534.2589	1470.065	72.00007	
3.65	747066.4	6690.957	536.1626	1476.515	72.00007	
3.66	747041.5	6707.404	538.0698	1482.982	72.00008	
3.67	747016.7	6723.891	539.9805	1489.465	72.00008	
3.68	746991.7	6740.417	541.8947	1495.966	72.00008	
3.69	746966.7	6756.983	543.8125	1502.484	72.00008	
3.7	746941.7	6773.588	545.7338	1509.02	72.00008	
3.71	746916.5	6790.234	547.6586	1515.572	72.00008	
3.72	746891.4	6806.92	549.587	1522.142	72.00008	
3.73	746866.1	6823.646	551.519	1528.729	72.00008	
3.74	746840.8	6840.412	553.4546	1535.334	72.00008	
3.75	746815.4	6857.218	555.3938	1541.955	72.00008	
3.76	746790	6874.065	557.3366	1548.595	72.00008	
3.77	746764.5	6890.953	559.283	1555.251	72.00008	
3.78	746739	6907.881	561.233	1561.926	72.00008	
3.79	746713.3	6924.85	563.1867	1568.617	72.00008	
3.8	746687.7	6941.859	565.144	1575.327	72.00008	
3.81	746661.9	6958.91	567.105	1582.054	72.00008	
3.82	746636.1	6976.001	569.0696	1588.798	72.00008	
3.83	746610.3	6993.134	571.038	1595.561	72.00008	
3.84	746584.3	7010.307	573.01	1602.341	72.00008	
3.85	746558.4	7027.522	574.9857	1609.139	72.00008	
3.86	746532.3	7044.778	576.9652	1615.955	72.00008	
3.87	746506.2	7062.076	578.9484	1622.788	72.00009	
3.88	746480	7079.416	580.9353	1629.64	72.00009	
3.89	746453.8	7096.797	582.9259	1636.509	72.00009	
3.9	746427.5	7114.219	584.9203	1643.397	72.00009	
3.91	746401.1	7131.684	586.9185	1650.302	72.00009	
3.92	746374.7	7149.19	588.9205	1657.226	72.00009	
3.93	746348.2	7166.739	590.9263	1664.167	72.00009	
3.94	746321.6	7184.33	592.9358	1671.127	72.00009	
3.95	746295	7201.963	594.9492	1678.105	72.00009	
3.96	746268.3	7219.638	596.9664	1685.102	72.00009	
3.97	746241.5	7237.355	598.9875	1692.116	72.00009	
3.98	746214.7	7255.116	601.0124	1699.149	72.00009	
3.99	746187.8	7272.918	603.0411	1706.2	72.00009	
4	746160.9	7290.764	605.0738	1713.27	72.00009	
4.01	746133.9	7308.652	607.1103	1720.358	72.00009	
4.02	746106.8	7326.583	609.1507	1727.465	72.00009	
4.03	746079.7	7344.558	611.195	1734.59	72.00009	
4.04	746052.4	7362.575	613.2432	1741.734	72.00009	
4.05	746025.2	7380.635	615.2954	1748.896	72.00009	
4.06	745997.8	7398.739	617.3515	1756.077	72.00009	
4.07	745970.4	7416.886	619.4115	1763.277	72.00009	
4.08	745943	7435.077	621.4755	1770.495	72.0001	
4.09	745915.4	7453.312	623.5435	1777.732	72.0001	
4.1	745887.8	7471.59	625.6154	1784.988	72.0001	
4.11	745860.1	7489.911	627.6914	1792.263	72.0001	
4.12	745832.4	7508.277	629.7714	1799.557	72.0001	
4.13	745804.6	7526.687	631.8554	1806.87	72.0001	
4.14	745776.7	7545.141	633.9434	1814.202	72.0001	
4.15	745748.8	7563.639	636.0354	1821.553	72.0001	
4.16	745720.8	7582.181	638.1315	1828.923	72.0001	
4.17	745692.7	7600.768	640.2317	1836.312	72.0001	
4.18	745664.5	7619.399	642.336	1843.721	72.0001	
4.19	745636.3	7638.075	644.4443	1851.148	72.0001	
4.2	745608.1	7656.795	646.5568	1858.595	72.0001	
4.21	745579.7	7675.56	648.6733	1866.061	72.0001	
4.22	745551.3	7694.371	650.794	1873.547	72.0001	
4.23	745522.8	7713.226	652.9188	1881.052	72.0001	
4.24	745494.3	7732.126	655.0478	1888.576	72.0001	
4.25	745465.6	7751.072	657.1809	1896.12	72.0001	
4.26	745436.9	7770.063	659.3182	1903.683	72.00011	
4.27	745408.2	7789.099	661.4597	1911.266	72.00011	
4.28	745379.3	7808.181	663.6054	1918.869	72.00011	
4.29	745350.4	7827.308	665.7553	1926.491	72.00011	
4.3	745321.5	7846.481	667.9094	1934.133	72.00011	
4.31	745292.4	7865.7	670.0677	1941.795	72.00011	
4.32	745263.3	7884.965	672.2303	1949.476	72.00011	
4.33	745234.1	7904.276	674.3971	1957.178	72.00011	
4.34	745204.9	7923.633	676.5682	1964.899	72.00011	
4.35	745175.6	7943.037	678.7436	1972.641	72.00011	
4.36	745146.2	7962.486	680.9232	1980.402	72.00011	
4.37	745116.7	7981.983	683.1072	1988.183	72.00011	
4.38	745087.2	8001.525	685.2955	1995.985	72.00011	
4.39	745057.6	8021.115	687.4881	2003.806	72.00011	
4.4	745027.9	8040.751	689.685	2011.648	72.00011	
4.41	744998.2	8060.434	691.8863	2019.51	72.00011	
4.42	744968.4	8080.164	694.092	2027.392	72.00011	
4.43	744938.5	8099.941	696.302	2035.294	72.00011	
4.44	744908.5	8119.766	698.5165	2043.217	72.00012	
4.45	744878.5	8139.637	700.7353	2051.161	72.00012	
4.46	744848.4	8159.556	702.9585	2059.124	72.00012	
4.47	744818.2	8179.523	705.1862	2067.109	72.00012	
4.48	744787.9	8199.537	707.4183	2075.113	72.00012	
4.49	744757.6	8219.599	709.6548	2083.139	72.00012	
4.5	744727.2	8239.709	711.8958	2091.185	72.00012	
4.51	744696.7	8259.867	714.1413	2099.252	72.00012	
4.52	744666.2	8280.073	716.3913	2107.339	72.00012	
4.53	744635.6	8300.327	718.6458	2115.447	72.00012	
4.54	744604.9	8320.629	720.9048	2123.577	72.00012	
4.55	744574.1	8340.98	723.1683	2131.727	72.00012	
4.56	744543.3	8361.379	725.4363	2139.897	72.00012	
4.57	744512.4	8381.827	727.7089	2148.089	72.00012	
4.58	744481.4	8402.323	729.986	2156.302	72.00012	
4.59	744450.3	8422.869	732.2678	2164.536	72.00012	
4.6	744419.2	8443.463	734.5541	2172.791	72.00012	
4.61	744388	8464.106	736.845	2181.068	72.00013	
4.62	744356.7	8484.799	739.1405	2189.365	72.00013	
4.63	744325.3	8505.54	741.4406	2197.684	72.00013	
4.64	744293.9	8526.332	743.7454	2206.024	72.00013	
4.65	744262.4	8547.172	746.0549	2214.386	72.00013	
4.66	744230.8	8568.062	748.369	2222.769	72.00013	
4.67	744199.1	8589.002	750.6877	2231.173	72.00013	
4.68	744167.4	8609.992	753.0112	2239.599	72.00013	
4.69	744135.6	8631.032	755.3393	2248.046	72.00013	
4.7	744103.7	8652.121	757.6722	2256.516	72.00013	
4.71	744071.7	8673.261	760.0098	2265.006	72.00013	
4.72	744039.7	8694.451	762.3522	2273.519	72.00013	
4.73	744007.6	8715.692	764.6993	2282.053	72.00013	
4.74	743975.4	8736.983	767.0511	2290.609	72.00013	
4.75	743943.1	8758.325	769.4077	2299.187	72.00013	
4.76	743910.7	8779.717	771.7692	2307.787	72.00013	
4.77	743878.3	8801.16	774.1354	2316.409	72.00014	
4.78	743845.8	8822.654	776.5064	2325.052	72.00014	
4.79	743813.2	8844.199	778.8823	2333.718	72.00014	
4.8	743780.5	8865.796	781.263	2342.406	72.00014	
