#[TIME]:0.600000
#Seen are the grid output values for t=0.600000. If you want to see which gridpoints correspond to which coordinate entries, look for gridmapping text file (if you generated it)
#The following dimensions are plotted:
#Susceptibles
#Exposed
#Infected
#Recovered
#Deaths
#The values are plotted in the above order. Each dimension has 11 rows 
0.673417778374612	1.65125680008272	3.28210664062956	-nan	-nan	-nan	-nan	-nan	3.28210664062956	1.65125680008272	0.673417778374612	
1.65125680008272	3.97035360400469	7.0961222729585	7.76724149205758	-nan	-nan	-nan	7.76724149205758	7.09612227295849	3.97035360400469	1.65125680008272	
3.28210664062956	7.09612227295849	6.46151220047764	-nan	-nan	-nan	-nan	-nan	6.46151220047765	7.09612227295849	3.28210664062956	
-nan	7.76724149205758	-nan	-nan	-nan	-nan	-nan	-nan	-nan	7.76724149205758	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	7.76724149205758	-nan	-nan	-nan	-nan	-nan	-nan	-nan	7.76724149205758	-nan	
3.28210664062956	7.09612227295849	6.46151220047764	-nan	-nan	-nan	-nan	-nan	6.46151220047765	7.09612227295849	3.28210664062956	
1.65125680008272	3.97035360400469	7.0961222729585	7.76724149205758	-nan	-nan	-nan	7.76724149205758	7.09612227295849	3.97035360400469	1.65125680008272	
0.673417778374612	1.65125680008272	3.28210664062956	-nan	-nan	-nan	-nan	-nan	3.28210664062956	1.65125680008272	0.673417778374612	
0.00305171071248486	0.0213639921267893	0.110972873470441	-nan	-nan	-nan	-nan	-nan	0.110972873470441	0.0213639921267893	0.00305171071248486	
0.0213639921267893	0.184283066430901	1.30011816182342	5.73665838197024	-nan	-nan	-nan	5.73665838197025	1.30011816182342	0.184283066430901	0.0213639921267893	
0.110972873470441	1.30011816182342	9.63586801719668	-nan	-nan	-nan	-nan	-nan	9.63586801719668	1.30011816182342	0.110972873470441	
-nan	5.73665838197025	-nan	-nan	-nan	-nan	-nan	-nan	-nan	5.73665838197025	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	5.73665838197025	-nan	-nan	-nan	-nan	-nan	-nan	-nan	5.73665838197025	-nan	
0.110972873470441	1.30011816182342	9.63586801719668	-nan	-nan	-nan	-nan	-nan	9.63586801719668	1.30011816182342	0.110972873470441	
0.0213639921267893	0.184283066430901	1.30011816182342	5.73665838197024	-nan	-nan	-nan	5.73665838197025	1.30011816182342	0.184283066430901	0.0213639921267893	
0.00305171071248486	0.0213639921267893	0.110972873470441	-nan	-nan	-nan	-nan	-nan	0.110972873470441	0.0213639921267893	0.00305171071248486	
0.00290503207657412	0.0176440566011832	0.0721003633677009	0.198285618084012	-nan	-nan	-nan	0.198285618084012	0.0721003633677008	0.0176440566011832	0.00290503207657412	
0.0176440566011832	0.1079650335264	0.448957263921719	1.26659742090339	2.36476697140126	-nan	2.36476697140126	1.26659742090339	0.448957263921718	0.1079650335264	0.0176440566011832	
0.0721003633677008	0.448957263921718	1.9221231661812	5.31161681169965	-nan	-nan	-nan	5.31161681169965	1.9221231661812	0.448957263921718	0.0721003633677008	
